pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
75.0,fresh_state_each_iteration,thread_timeout_wrapper,5,main,876.0,False,success,0.0439910888671875,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,6,main,874.0,False,success,0.07918405532836914,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,6,probe,875.0,False,success,0.11106181144714355,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.031603336334228516,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.08424186706542969,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.0786278247833252,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.043504953384399414,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,856.0,False,success,0.04209280014038086,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,840.0,False,success,0.08542609214782715,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,841.0,False,success,0.07833313941955566,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,4,main,848.0,False,success,0.08013701438903809,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,4,probe,849.0,False,success,0.08299398422241211,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,5,main,852.0,False,success,0.10706686973571777,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,5,probe,853.0,False,success,0.08763504028320312,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,6,main,854.0,False,success,0.08960223197937012,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,6,probe,855.0,False,success,0.038815975189208984,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04478120803833008,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.8034322261810303,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.19298815727233887,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.3277890682220459,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,none,0.0382080078125,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.043132781982421875,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.04762911796569824,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.03304100036621094,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.09509706497192383,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,success,0.056114912033081055,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03937411308288574,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.04662489891052246,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.052754878997802734,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.10289692878723145,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,success,0.06532979011535645,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04891324043273926,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.9176387786865234,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.6422538757324219,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,none,0.2416830062866211,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,2,main,912.0,True,none,0.003122091293334961,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,3,main,937.0,True,none,0.001979827880859375,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,4,main,962.0,True,none,0.0019669532775878906,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,5,main,987.0,True,none,0.001989126205444336,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.043023109436035156,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.04817509651184082,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.09059596061706543,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,success,0.07334113121032715,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,1,probe,888.0,False,success,0.04114198684692383,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03567194938659668,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.04450416564941406,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.08470988273620605,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,none,0.1314859390258789,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,2,main,912.0,True,none,0.002313852310180664,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,3,main,937.0,True,none,0.0022199153900146484,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,4,main,962.0,True,none,0.001997709274291992,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,5,main,987.0,True,none,0.0020248889923095703,,
