pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
50.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04096388816833496,,
50.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.7994039058685303,,
50.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.1722567081451416,,
50.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.3189890384674072,,
50.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,none,0.036427974700927734,,
75.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04087090492248535,,
75.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.04380679130554199,,
75.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.02915501594543457,,
75.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.06326603889465332,,
75.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,success,0.05042099952697754,,
100.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03123784065246582,,
100.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.04095005989074707,,
100.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.041200876235961914,,
100.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.08568382263183594,,
100.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,success,0.05647611618041992,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.041548967361450195,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.8058719635009766,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.6081521511077881,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.08759403228759766,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,1,probe,888.0,False,success,0.08602690696716309,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,918.0,False,success,0.04378509521484375,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,902.0,False,success,0.10605502128601074,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,903.0,False,success,0.04226803779602051,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03988003730773926,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.10137820243835449,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.08346009254455566,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.04344677925109863,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,856.0,False,success,0.08563995361328125,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,2,probe,857.0,False,success,0.08010411262512207,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,872.0,False,success,0.08100318908691406,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,873.0,False,success,0.08350801467895508,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,4,main,880.0,False,success,0.0417637825012207,,
