sample_label,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,H2O,CO2,SO3,Cl2O-1,F2O-1
KCP109C,75.82,0.082,12.95,0.0,0.0,0.66,0.031,0.09,0.0,0.0,0.7,4.37,4.01,0.009,13.0,0.0,0.0,0.0,0.0
