pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.040750980377197266,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.794992208480835,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,True,success,0.17068696022033691,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.2965888977050781,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,True,exception,0.03339886665344238,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 22 is different from 25)"
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.03924298286437988,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.0435791015625,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,True,success,0.032112836837768555,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.0797877311706543,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,True,success,0.05112910270690918,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.03229498863220215,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.039769887924194336,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,True,success,0.03938102722167969,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.08542108535766602,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,True,success,0.05462026596069336,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04082202911376953,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.8053128719329834,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,True,success,0.1707930564880371,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.31954383850097656,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,True,none,0.03540492057800293,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03985309600830078,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.04451608657836914,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,True,success,0.030242204666137695,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.06339406967163086,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,True,success,0.05021524429321289,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.032305240631103516,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.0395970344543457,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,True,success,0.04006505012512207,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.08677506446838379,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,True,success,0.05800485610961914,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.06872391700744629,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.7848410606384277,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.20133662223815918,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.3131849765777588,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,none,0.03591799736022949,,
