pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04513192176818848,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.06341981887817383,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.033010005950927734,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.10063982009887695,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,success,0.05323624610900879,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03293585777282715,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04035806655883789,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.04076576232910156,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.09059572219848633,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,success,0.05585193634033203,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.045979976654052734,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.8556079864501953,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.6056268215179443,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,exception,0.21486496925354004,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 22 is different from 25)"
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.03917074203491211,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.042658090591430664,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.08098936080932617,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.06853389739990234,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,False,success,0.03653979301452637,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.03101515769958496,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.03969717025756836,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.10180783271789551,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,exception,0.10934090614318848,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 16 is different from 19)"
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.040283918380737305,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.7844171524047852,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.5664288997650146,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,none,0.26668810844421387,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,2,main,912.0,True,none,0.002044200897216797,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,3,main,937.0,True,none,0.0017681121826171875,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,4,main,962.0,True,none,0.001714944839477539,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,5,main,987.0,True,none,0.00168609619140625,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.05973196029663086,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.044679880142211914,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.08205914497375488,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.0719308853149414,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,False,success,0.038591861724853516,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03255605697631836,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.039743900299072266,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.07835793495178223,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,none,0.11185908317565918,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,2,main,912.0,True,none,0.002479076385498047,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,3,main,937.0,True,none,0.005794048309326172,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,4,main,962.0,True,none,0.0020051002502441406,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,5,main,987.0,True,none,0.002046823501586914,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04373502731323242,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,1.0022180080413818,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.7346940040588379,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,none,0.22741198539733887,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,2,main,912.0,False,success,0.048480987548828125,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,main,868.0,True,success,0.04836606979370117,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,probe,869.0,False,success,0.09264588356018066,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,main,890.0,True,success,0.04974222183227539,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,probe,891.0,False,success,0.08688497543334961,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,main,901.0,True,success,0.037487030029296875,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,probe,902.0,False,success,0.08406281471252441,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,6,main,906.0,True,success,0.05970001220703125,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,7,main,904.0,True,success,0.032328128814697266,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,8,main,902.0,True,success,0.04868602752685547,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,8,probe,903.0,False,success,0.044892072677612305,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.0432589054107666,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.050672054290771484,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.09287405014038086,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.0838918685913086,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,False,success,0.0651397705078125,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03494691848754883,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04445624351501465,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.0917060375213623,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,none,0.1220390796661377,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,2,main,912.0,False,success,0.046983957290649414,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,main,868.0,True,success,0.0370941162109375,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,main,846.0,True,success,0.047564029693603516,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,probe,847.0,False,success,0.09192800521850586,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,main,857.0,True,success,0.07656979560852051,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,probe,858.0,False,success,0.04466414451599121,,
