pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
75.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.0850989818572998,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.04369306564331055,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,856.0,False,success,0.08417630195617676,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,2,probe,857.0,False,success,0.07808184623718262,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,872.0,False,success,0.08213973045349121,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,873.0,False,success,0.08554816246032715,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,4,main,880.0,False,success,0.04106283187866211,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,5,main,876.0,False,success,0.0430300235748291,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,6,main,874.0,False,success,0.07201099395751953,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,6,probe,875.0,False,success,0.09102702140808105,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03298783302307129,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.08575797080993652,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.10491275787353516,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.041333913803100586,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,856.0,False,success,0.04335594177246094,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,840.0,False,success,0.09369301795959473,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,841.0,False,success,0.08537483215332031,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,4,main,848.0,False,success,0.08752918243408203,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,4,probe,849.0,False,success,0.08159303665161133,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,5,main,852.0,False,success,0.08785605430603027,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,5,probe,853.0,False,success,0.08775806427001953,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,6,main,854.0,False,success,0.09386801719665527,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,6,probe,855.0,False,success,0.04309201240539551,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.05301713943481445,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.8118970394134521,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.20692920684814453,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.30971407890319824,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,none,0.0371088981628418,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04908394813537598,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.05091500282287598,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.03667187690734863,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.07167720794677734,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,success,0.06288814544677734,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03668522834777832,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.04353904724121094,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.04050111770629883,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.09435582160949707,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,success,0.06139492988586426,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04473686218261719,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.8207728862762451,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.6051809787750244,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,none,0.23396992683410645,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,2,main,912.0,True,none,0.0019359588623046875,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,3,main,937.0,True,none,0.0019702911376953125,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,4,main,962.0,True,none,0.0018019676208496094,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,5,main,987.0,True,none,0.0017898082733154297,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.05597209930419922,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.047593116760253906,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.08639979362487793,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,success,0.07054305076599121,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,1,probe,888.0,False,success,0.048142194747924805,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.05150294303894043,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.04241371154785156,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.08967781066894531,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,none,0.11042404174804688,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,2,main,912.0,True,none,0.0022857189178466797,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,3,main,937.0,True,none,0.002948760986328125,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,4,main,962.0,True,none,0.0024459362030029297,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,5,main,987.0,True,none,0.0023660659790039062,,
