pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
50.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04120898246765137,,
50.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.7995812892913818,,
50.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.17574787139892578,,
50.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.32958006858825684,,
50.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,none,0.03867530822753906,,
75.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04521012306213379,,
75.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.04822087287902832,,
75.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.03898811340332031,,
75.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.07043099403381348,,
75.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,success,0.050383806228637695,,
100.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03359222412109375,,
100.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.041092872619628906,,
100.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.04231715202331543,,
100.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.08970999717712402,,
100.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,success,0.05408596992492676,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.05945014953613281,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.7895569801330566,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.5870230197906494,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.08541321754455566,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,1,probe,888.0,False,success,0.08344793319702148,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,918.0,False,success,0.03994011878967285,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,902.0,False,success,0.08399510383605957,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,903.0,False,success,0.04085206985473633,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.043009042739868164,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.1131129264831543,,
