dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,pressure_calc_method,pressure_calc_error,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
kcp109c_aplite_norm_finegrid_dp25_dt1_suffixB,KCP109C,success,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_aplite_norm_finegrid_dp25_dt1_suffixB/runs/20260225_153909/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_6cores.xlsx,parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_6cores.xlsx,0,0,,,,,,,,,,,,,helper_pressure_analysis_sheet,,False,False,False,0.7604498863220215,0,,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_aplite_norm_finegrid_dp25_dt1_suffixB/runs/20260225_153909,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_aplite_norm_finegrid_dp25_dt1_suffixB/runs/20260225_153909/melts_input.csv
