dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,total_time_s,calc_time_s,melts_calc_time_s,pressure_calc_time_s,workbook_build_time_s,runtime_log_version,pressure_residual_threshold_C,error,run_dir,melts_input_csv_path
liam_control,KCP109C,success,/Users/lopezama/Downloads/Parallel_MELTS_KCP-109C_dP25.0_02-25_8cores.xlsx,Parallel_MELTS_KCP-109C_dP25.0_02-25_8cores.xlsx,,,,,,,,,,tmp,10.0,,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_profile_compare/2026-02-26/kcp109c_mainloop_shared_ab_20260225_232702,
