test_profile,status,parity_status,parity_num_pressure_steps,parity_num_data_points,parity_P2_MPa,parity_R2_C,delta_P2_vs_liam_MPa,delta_P2_vs_profile_k_MPa
profile_k_liquidus_fresh_branch_bounded_main_no_main_reset,ok,success,15,781,352.8225806452008,2.743202765033232,103.47072879336667,0.0
