dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,melts_calc_time_s,pressure_calc_time_s,workbook_build_time_s,runtime_log_version,pressure_residual_threshold_C,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,pressure_calc_method,pressure_calc_error,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
kcp109c_phase7_parity_liam_exact,KCP109C_LIAM_EXACT,error,,,,,,,,,,rmp_runtime_v1,10.0,,,,,,,,,,,,,,,,,,[Errno 1] Operation not permitted,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-25/kcp109c_phase7_parity_20260225_205136/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_205136,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-25/kcp109c_phase7_parity_20260225_205136/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_205136/melts_input.csv
