profile,pressure_mpa,step_index,temperature_c,outcome,calc_time_s,liq_frac,phases,error
profile_e_current_full_patch,400.0,0,1000.0,success,0.04035830497741699,1.0,Water,
profile_e_current_full_patch,400.0,1,999.0,success,0.03700685501098633,1.0,Water,
profile_e_current_full_patch,400.0,2,998.0,success,0.03798508644104004,1.0,Water,
profile_e_current_full_patch,400.0,3,997.0,success,0.037400007247924805,1.0,Water,
profile_e_current_full_patch,400.0,4,996.0,success,0.038130760192871094,1.0,Water,
profile_e_current_full_patch,400.0,5,995.0,success,0.03805208206176758,1.0,Water,
profile_e_current_full_patch,400.0,6,994.0,success,0.04034686088562012,1.0,Water,
profile_e_current_full_patch,400.0,7,993.0,success,0.0396428108215332,1.0,Water,
profile_e_current_full_patch,400.0,8,992.0,success,0.03893017768859863,1.0,Water,
profile_e_current_full_patch,400.0,9,991.0,success,0.04195880889892578,1.0,Water,
profile_e_current_full_patch,400.0,10,990.0,success,0.03812885284423828,1.0,Water,
profile_e_current_full_patch,400.0,11,989.0,success,0.03928017616271973,1.0,Water,
profile_e_current_full_patch,400.0,12,988.0,success,0.04748106002807617,1.0,Water,
profile_e_current_full_patch,400.0,13,987.0,success,0.03641915321350098,1.0,Water,
profile_e_current_full_patch,400.0,14,986.0,success,0.03787875175476074,1.0,Water,
profile_e_current_full_patch,400.0,15,985.0,success,0.03905916213989258,1.0,Water,
profile_e_current_full_patch,400.0,16,984.0,success,0.04138493537902832,1.0,Water,
profile_e_current_full_patch,400.0,17,983.0,success,0.04410886764526367,1.0,Water,
profile_e_current_full_patch,400.0,18,982.0,success,0.04283595085144043,1.0,Water,
profile_e_current_full_patch,400.0,19,981.0,success,0.03748512268066406,1.0,Water,
profile_e_current_full_patch,400.0,20,980.0,success,0.0460963249206543,1.0,Water,
profile_e_current_full_patch,400.0,21,979.0,success,0.05823802947998047,1.0,Water,
profile_e_current_full_patch,400.0,22,978.0,success,0.04597902297973633,1.0,Water,
profile_e_current_full_patch,400.0,23,977.0,success,0.041786909103393555,1.0,Water,
profile_e_current_full_patch,400.0,24,976.0,success,0.036588191986083984,1.0,Water,
profile_e_current_full_patch,400.0,25,975.0,success,0.03952813148498535,1.0,Water,
profile_e_current_full_patch,400.0,26,974.0,success,0.042543888092041016,1.0000000000000002,Water,
profile_e_current_full_patch,400.0,27,973.0,success,0.04309511184692383,1.0,Water,
profile_e_current_full_patch,400.0,28,972.0,success,0.04065990447998047,1.0,Water,
profile_e_current_full_patch,400.0,29,971.0,success,0.04293704032897949,1.0,Water,
profile_e_current_full_patch,400.0,30,970.0,success,0.04160308837890625,1.0,Water,
profile_e_current_full_patch,400.0,31,969.0,success,0.042136192321777344,1.0,Water,
profile_e_current_full_patch,400.0,32,968.0,success,0.0396420955657959,1.0,Water,
profile_e_current_full_patch,400.0,33,967.0,success,0.041010141372680664,1.0,Water,
profile_e_current_full_patch,400.0,34,966.0,success,0.04776811599731445,1.0,Water,
profile_e_current_full_patch,400.0,35,965.0,success,0.040843963623046875,1.0,Water,
profile_e_current_full_patch,400.0,36,964.0,success,0.04112410545349121,1.0,Water,
profile_e_current_full_patch,400.0,37,963.0,success,0.04445910453796387,1.0,Water,
profile_e_current_full_patch,400.0,38,962.0,success,0.05874204635620117,1.0,Water,
profile_e_current_full_patch,400.0,39,961.0,success,0.04082202911376953,1.0,Water,
profile_e_current_full_patch,400.0,40,960.0,success,0.04627704620361328,1.0000000000000002,Water,
profile_e_current_full_patch,400.0,41,959.0,success,0.0398862361907959,1.0,Water,
profile_e_current_full_patch,400.0,42,958.0,success,0.03971219062805176,1.0,Water,
profile_e_current_full_patch,400.0,43,957.0,success,0.04044294357299805,1.0,Water,
profile_e_current_full_patch,400.0,44,956.0,success,0.03934001922607422,1.0,Water,
profile_e_current_full_patch,400.0,45,955.0,success,0.039411067962646484,1.0,Water,
profile_e_current_full_patch,400.0,46,954.0,success,0.03855299949645996,1.0,Water,
profile_e_current_full_patch,400.0,47,953.0,success,0.03868293762207031,1.0,Water,
profile_e_current_full_patch,400.0,48,952.0,success,0.03952312469482422,1.0,Water,
profile_e_current_full_patch,400.0,49,951.0,success,0.026777029037475586,1.0,Water,
profile_e_current_full_patch,400.0,50,950.0,success,0.04007387161254883,1.0,Water,
profile_e_current_full_patch,400.0,51,949.0,success,0.03916501998901367,1.0,Water,
profile_e_current_full_patch,400.0,52,948.0,success,0.03949093818664551,1.0,Water,
profile_e_current_full_patch,400.0,53,947.0,success,0.040283918380737305,1.0,Water,
profile_e_current_full_patch,400.0,54,946.0,success,0.04329967498779297,1.0,Water,
profile_e_current_full_patch,400.0,55,945.0,success,0.04313302040100098,1.0,Water,
profile_e_current_full_patch,400.0,56,944.0,success,0.058342933654785156,1.0,Water,
profile_e_current_full_patch,400.0,57,943.0,success,0.034980058670043945,1.0,Water,
profile_e_current_full_patch,400.0,58,942.0,success,0.04136514663696289,1.0,Water,
profile_e_current_full_patch,400.0,59,941.0,success,0.03992104530334473,1.0,Water,
profile_e_current_full_patch,400.0,60,940.0,success,0.03927493095397949,1.0,Water,
profile_e_current_full_patch,400.0,61,939.0,success,0.04005575180053711,1.0,Water,
profile_e_current_full_patch,400.0,62,938.0,success,0.04097270965576172,1.0,Water,
profile_e_current_full_patch,400.0,63,937.0,success,0.03717398643493652,1.0,Water,
profile_e_current_full_patch,400.0,64,936.0,success,0.044770240783691406,1.0,Water,
profile_e_current_full_patch,400.0,65,935.0,success,0.04182314872741699,1.0,Water,
profile_e_current_full_patch,400.0,66,934.0,success,0.039868831634521484,0.9999999999999999,Water,
profile_e_current_full_patch,400.0,67,933.0,success,0.04030299186706543,1.0,Water,
profile_e_current_full_patch,400.0,68,932.0,success,0.03983902931213379,1.0,Water,
profile_e_current_full_patch,400.0,69,931.0,success,0.04113364219665527,1.0,Water,
profile_e_current_full_patch,400.0,70,930.0,success,0.04127693176269531,0.9999999999999999,Water,
profile_e_current_full_patch,400.0,71,929.0,success,0.03972887992858887,0.9999999999999999,Water,
profile_e_current_full_patch,400.0,72,928.0,success,0.04206109046936035,1.0,Water,
profile_e_current_full_patch,400.0,73,927.0,success,0.05831503868103027,1.0,Water,
profile_e_current_full_patch,400.0,74,926.0,success,0.04216599464416504,1.0,Water,
profile_e_current_full_patch,400.0,75,925.0,success,0.03952503204345703,1.0,Water,
profile_e_current_full_patch,400.0,76,924.0,success,0.04110002517700195,1.0,Water,
profile_e_current_full_patch,400.0,77,923.0,success,0.03898477554321289,1.0,Water,
profile_e_current_full_patch,400.0,78,922.0,success,0.040843963623046875,1.0,Water,
profile_e_current_full_patch,400.0,79,921.0,success,0.04058218002319336,1.0,Water,
profile_e_current_full_patch,400.0,80,920.0,success,0.04118490219116211,1.0,Water,
profile_e_current_full_patch,400.0,81,919.0,success,0.04198002815246582,1.0,Water,
profile_e_current_full_patch,400.0,82,918.0,success,0.041170358657836914,1.0,Water,
profile_e_current_full_patch,400.0,83,917.0,success,0.03942608833312988,1.0,Water,
profile_e_current_full_patch,400.0,84,916.0,success,0.03975796699523926,1.0,Water,
profile_e_current_full_patch,400.0,85,915.0,success,0.04030799865722656,1.0,Water,
profile_e_current_full_patch,400.0,86,914.0,success,0.03987288475036621,1.0,Water,
profile_e_current_full_patch,400.0,87,913.0,success,0.04012918472290039,1.0,Water,
profile_e_current_full_patch,400.0,88,912.0,success,0.03993821144104004,1.0,Water,
profile_e_current_full_patch,400.0,89,911.0,success,0.043573617935180664,1.0,Water,
profile_e_current_full_patch,400.0,90,910.0,success,0.05532956123352051,1.0,Water,
profile_e_current_full_patch,400.0,91,909.0,success,0.05095410346984863,1.0,Water,
profile_e_current_full_patch,400.0,92,908.0,success,0.03991389274597168,1.0,Water,
profile_e_current_full_patch,400.0,93,907.0,success,0.04121208190917969,1.0,Water,
profile_e_current_full_patch,400.0,94,906.0,success,0.04687213897705078,1.0,Water,
profile_e_current_full_patch,400.0,95,905.0,success,0.04162406921386719,1.0,Water,
profile_e_current_full_patch,400.0,96,904.0,success,0.03877568244934082,1.0,Water,
profile_e_current_full_patch,400.0,97,903.0,success,0.03902482986450195,1.0,Water,
profile_e_current_full_patch,400.0,98,902.0,success,0.03943514823913574,1.0,Water,
profile_e_current_full_patch,400.0,99,901.0,success,0.038719892501831055,1.0,Water,
profile_e_current_full_patch,400.0,100,900.0,success,0.03326106071472168,1.0,Water,
