sample_label,source_row_index,status,missing_required,warnings,fe3fet,FeOt_original,FeO_prepared,Fe2O3_prepared,prepared_total_wt
KCP109C,0,ok,,,0.0,0.668543992220579,0.668543992220579,0.0,113.0
