sample_label,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,H2O,CO2,SO3,Cl2O-1,F2O-1
KCP109C,76.8015234699459,0.0830615263061931,13.117643483721965,0.0,0.0,0.668543992220579,0.031401308725512,0.0911650898482607,0.0,0.0,0.709061809930917,4.42657158485444,4.0619112254613965,0.009116508984826,13.0,0.0,0.0,0.0,0.0
