mode,pressure_mpa,status,elapsed_s,success,num_steps,total_calc_time,solidus_reached,liquidus_estimate_c,first_qz_c,first_fsp_c,first_fsp1_c,error_event_count,timeout_event_count,matmul_event_count,raw_log_path,steps_csv_path,alignment_csv_path
liam,50.0,ok,0.0,,,,,882.0,841.0,875.0,823.0,0,0,0,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P50/liam_raw.log,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P50/liam_steps.csv,
patched_k,50.0,timeout,180.0042507648468,,,,,,,,,0,0,0,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P50/patched_k_raw.log,,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P50/alignment_liam_vs_patched_k.csv
liam,75.0,ok,0.0,,,,,851.0,814.0,845.0,800.0,0,0,0,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P75/liam_raw.log,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P75/liam_steps.csv,
patched_k,75.0,timeout,180.00431895256042,,,,,,,,,0,0,0,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P75/patched_k_raw.log,,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P75/alignment_liam_vs_patched_k.csv
liam,125.0,ok,0.0,,,,,807.0,783.0,806.0,773.0,0,0,0,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P125/liam_raw.log,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P125/liam_steps.csv,
patched_k,125.0,timeout,180.02375721931458,,,,,,,,,0,0,0,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P125/patched_k_raw.log,,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_dynamic_step_audit/kcp109c_dynamic_step_audit_20260226_074846/per_pressure/P125/alignment_liam_vs_patched_k.csv
