dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,melts_calc_time_s,pressure_calc_time_s,workbook_build_time_s,runtime_log_version,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,pressure_calc_method,pressure_calc_error,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
kcp109b_aplite_norm_staged_suffixE_gate_scout,KCP109B,error,,,,,,,,,,rmp_runtime_v1,,,,,,,,,,,,,,,,,,[Errno 1] Operation not permitted,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_scout/runs/20260225_165529,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_scout/runs/20260225_165529/melts_input.csv
