sample_label,source_excel,pressure_calc_method,pressure_calc_error,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present
KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,helper_pressure_analysis_sheet,,352.8225806452008,2.743202765033232,0.003542857142871503,-2.500000000010413,443.7714285733714,,,,,,True,True,True
