Index,T_C,P_MPa,deltaQFM,Mass_g,Density_g_cm3,G_kJ,H_kJ,S_J_per_K,Cp_J_per_K,V_cm3,alpha_1_per_K,beta_1_per_bar,d2V/dT2,d2V/dP2,d2V/dTdP,Outcome,sample_label,source_excel,phase,phase_sheet_name
1,776,400,0,111.7324807852826,2.025971490397598,-1862.181588402811,-1512.751894965018,333.0598040678574,162.6862061773274,5.51500755636769,0.0002552089427512445,2.699850001607962e-05,7.65724684190639e-07,4.184820150051352e-08,-2.077876713516732e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
2,775,400,0,111.7325115780697,2.026583951885536,-1861.849099531302,-1512.915593849021,332.9041699015236,162.6694129847154,5.513342364825974,0.0002551020427063356,2.696011636927208e-05,7.675415039244497e-07,4.171642867310765e-08,-2.075139304003356e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
3,774,400,0,111.7325425045854,2.027195898278198,-1861.516768461927,-1513.079271182387,332.7484097593853,162.6526032832131,5.51167958654048,0.0002549948538105509,2.692181395849255e-05,7.693575333980596e-07,4.158506465605712e-08,-2.072403091931758e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
4,773,400,0,111.7325735655057,2.027807313669085,-1861.184595331346,-1513.242926909952,332.592523463551,162.6357779605593,5.510019261314251,0.0002548873815394174,2.688359383735549e-05,7.711727784288329e-07,4.145411353440104e-08,-2.069668327630388e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
5,772,400,0,111.732604761495,2.028418186311131,-1860.852580276253,-1513.406561001544,332.4365108115666,162.6189376603511,5.508361417558145,0.0002547796299393161,2.684545671817341e-05,7.729872412942268e-07,4.132357800496013e-08,-2.066935195201363e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
6,771,400,0,111.7326360930167,2.029028561731946,-1860.520723430335,-1513.570173727775,332.2803713092563,162.6020795932894,5.506705928163157,0.0002546715831926783,2.680739879154306e-05,7.748008629674173e-07,4.1193442532451e-08,-2.06420297324499e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
7,770,400,0,111.7326675610853,2.029638331917676,-1860.189024936334,-1513.733764557873,332.1241052374645,162.5852101799483,5.505053082807921,0.0002545632787521437,2.676942835071499e-05,7.76613750092206e-07,4.10637403648212e-08,-2.061473367191577e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
8,769,400,0,111.7326991660918,2.030247564374348,-1859.857484927225,-1513.897333879662,331.9677119872982,162.568325316051,5.503402694662211,0.0002544546931839299,2.673153984443531e-05,7.784258205809738e-07,4.093444893806911e-08,-2.058745307940574e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
9,768,400,0,111.732730908793,2.030856225183268,-1859.526103542067,-1514.060881554223,331.8111914592949,162.5514269855114,5.501754852129428,0.0002543458382533117,2.669373570532166e-05,7.802371025556372e-07,4.08055778593424e-08,-2.056019329039832e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
10,767,400,0,111.732762789847,2.031464308911802,-1859.194880918563,-1514.224407592223,331.6545434084894,162.5345154645323,5.50010956627139,0.0002542367158449248,2.665601611749838e-05,7.82047593617388e-07,4.067712767048127e-08,-2.053295513682502e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
11,766,400,0,111.7327948100605,2.032071769694888,-1858.863817197024,-1514.387911804681,331.4977677836151,162.5175934741455,5.498466957534526,0.0002541273419167028,2.661838440506047e-05,7.838573383821913e-07,4.054911152517176e-08,-2.050574582176298e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
12,765,400,0,111.7328269696724,2.032678720530932,-1858.532912508904,-1514.551394792951,331.3408637633797,162.5006541370179,5.496826716446759,0.0002540176771484588,2.658083153330605e-05,7.856661982542193e-07,4.042149292027152e-08,-2.047854750668205e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
13,764,400,0,111.7328592698511,2.033285016840833,-1858.20216700076,-1514.714855882306,331.1838317682631,162.4837061462576,5.495189230452956,0.0002539077718640813,2.654336848526361e-05,7.874743331620468e-07,4.02943157647837e-08,-2.045138294621543e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
14,763,400,0,111.7328917110716,2.033890707705128,-1857.871580808297,-1514.878295359858,331.0266712816087,162.4667464915385,5.493554362964845,0.0002537976089951456,2.650599118481062e-05,7.892816792179842e-07,4.01675634673457e-08,-2.04242443711108e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
15,762,400,0,111.7329242940763,2.034495768986076,-1857.541154071722,-1515.041713153971,330.8693821356819,162.4497765950327,5.491922175378138,0.0002536871969690906,2.646870123009513e-05,7.910882585458457e-07,4.00412422157563e-08,-2.03971355439469e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
16,761,400,0,111.7329570194925,2.035100209235713,-1857.21088692965,-1515.205109352207,330.7119640066169,162.4327958973547,5.490292640746871,0.0002535765328234695,2.643149769099629e-05,7.928940544906657e-07,3.991534805439997e-08,-2.037005508056026e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
17,760,400,0,111.7329898880756,2.035704002553866,-1856.880779522976,-1515.368483879706,330.5544167287131,162.4158059355121,5.488665825085691,0.0002534656256155882,2.639438228151946e-05,7.946990927495262e-07,3.97898876181258e-08,-2.03430070114315e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
18,759,400,0,111.7330229005031,2.036307145522173,-1856.5508319916,-1515.531836770788,330.3967400288834,162.3988068829508,5.487041733669862,0.0002533544765671867,2.635735497853843e-05,7.965033722331643e-07,3.966486057437559e-08,-2.031599182790854e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
19,758,400,0,111.7330560574828,2.036909627304754,-1856.221044476142,-1515.695168026727,330.2389336657273,162.3817993672627,5.485420391739634,0.0002532430894927066,2.632041632101727e-05,7.983069014954927e-07,3.95402688358282e-08,-2.028901118346021e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
20,757,400,0,111.7330893597111,2.037511441074777,-1855.891417117297,-1515.858477669269,330.0809973771081,162.3647837740154,5.483801813685642,0.0002531314668104848,2.628356653485444e-05,8.001096845551996e-07,3.941611305722997e-08,-2.026206609846667e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
21,756,400,0,111.7331228079125,2.038112573295035,-1855.561950056452,-1516.021765691735,329.9229309281605,162.3477609020377,5.482186031916409,0.0002530196132888627,2.624680634867442e-05,8.01911734581321e-07,3.929239589606532e-08,-2.023515864176855e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
22,755,400,0,111.733156402785,2.038713018653393,-1855.23264343482,-1516.185032126705,329.7647340447555,162.3307310496146,5.480573056652513,0.0002529075308245167,2.621013585908238e-05,8.037130546886608e-07,3.916911747899769e-08,-2.020828958839057e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
23,754,400,0,111.7331915865436,2.039320404456741,-1854.903521407133,-1516.35784417119,329.5971155487939,162.3165900348446,5.478942462516496,0.0002528186767135978,2.617574866265541e-05,8.05600044639027e-07,3.906540469742914e-08,-2.019271012001602e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
24,753,400,0,111.7332324253048,2.039958271070144,-1854.574678828418,-1516.567067624419,329.3939591716596,162.3133798394714,5.477231275259888,0.0002528181842855432,2.614954700788663e-05,8.078180661239235e-07,3.90339373838591e-08,-2.021963227889706e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
25,752,400,0,111.7332734176077,2.040598737569889,-1854.2460418125,-1516.776108885769,329.1907846917337,162.3099704182212,5.475514189069272,0.0002528158801060862,2.612297945747519e-05,8.100384219108785e-07,3.900091238912102e-08,-2.024578595793379e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
26,751,400,0,111.733314564201,2.041241795749003,-1853.917610390228,-1516.98497031644,328.9875897805862,162.3063618766379,5.473791238102789,0.0002528117694678034,2.609605001051226e-05,8.122609568733872e-07,3.896635015060957e-08,-2.02711757990472e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
27,750,400,0,111.7333558656223,2.041887493780695,-1853.589384591481,-1517.193654477094,328.784371904791,162.3025508285895,5.472062305388837,0.0002528058378269342,2.60687584311429e-05,8.144854372312672e-07,3.893025420536579e-08,-2.029579760179604e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
28,749,400,0,111.7333973225718,2.042535837067186,-1853.261364451153,-1517.402163734873,328.5811287152377,162.2985365225608,5.470327388870019,0.0002527980856535975,2.604110768235222e-05,8.167116865417615e-07,3.889264083344641e-08,-2.031965387124101e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
29,748,400,0,111.7334389356404,2.043186861683452,-1852.933550004801,-1517.610500594977,328.3778577190666,162.2943163124684,5.468586404455411,0.0002527885027221206,2.601309844562563e-05,8.189394843590079e-07,3.885351726020043e-08,-2.034274236176356e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
30,747,400,0,111.7334807055421,2.043840571366972,-1852.605941292361,-1517.818667397515,328.174556579764,162.2898895445461,5.466839354833431,0.0002527770901263476,2.598473379780065e-05,8.211686543979805e-07,3.881290022001882e-08,-2.036506587132775e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
31,746,400,0,111.7335226328989,2.044496995573692,-1852.27853835472,-1518.026666597639,327.9712228397015,162.2852539732817,5.465086173997829,0.0002527638399943304,2.595601491011053e-05,8.23398982750238e-07,3.877079889190289e-08,-2.038662322274846e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
32,745,400,0,111.7335647183322,2.045156163558182,-1851.951341235177,-1518.234500616144,327.7678540677036,162.2804073503021,5.463326796714494,0.0002527487444756748,2.592694296815968e-05,8.25630253669366e-07,3.872722249576069e-08,-2.040741326228735e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
33,744,400,0,111.7336069625841,2.045818078686193,-1851.62434998138,-1518.442171857869,327.5644478430035,162.2753490717953,5.461561227102777,0.0002527318051193046,2.589752108779742e-05,8.27862289232251e-07,3.868218802580047e-08,-2.042743902081011e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
34,743,400,0,111.733652175623,2.045713130404218,-1851.297645348127,-1518.740192781362,327.272009611539,162.2884404845921,5.461843623868477,0.000253062263994152,2.593000384780668e-05,8.311823971515689e-07,3.895472536028455e-08,-2.062457340257896e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
35,742,400,0,111.7336981554076,2.04541412078416,-1850.971264841751,-1519.059960216975,326.9578925526037,162.3074105991213,5.462644313444545,0.0002534796335750174,2.597740683034177e-05,8.347572499628352e-07,3.930379633849686e-08,-2.086540646523948e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
36,741,400,0,111.7337442134958,2.04510490496964,-1850.645199781708,-1519.379709766559,326.6434847065515,162.3280881751555,5.463472506568288,0.0002539004487521739,2.602478481802379e-05,8.383205520858885e-07,3.965278753700192e-08,-2.110733084143182e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
37,740,400,0,111.7337903485677,2.044784140404285,-1850.319450507684,-1519.699587327957,326.3286415434309,162.3505815302235,5.464331815801164,0.0002543253476116434,2.60722411676384e-05,8.418697117326156e-07,4.000223299792249e-08,-2.135065020088568e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
38,739,400,0,111.7338365590146,2.044450376118822,-1849.994017505259,-1520.019750135964,326.0132069053943,162.3750092496432,5.465226149001949,0.0002547550201456529,2.611988610807496e-05,8.454019542773425e-07,4.035270478888651e-08,-2.159569260794029e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
39,738,400,0,111.7338828428973,2.04410204202917,-1849.66890141737,-1520.340367740229,325.6970119934144,162.4015013055708,5.466159738873877,0.00025519021307637,2.616783738280701e-05,8.489143079932289e-07,4.070481652424161e-08,-2.184281279334527e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
40,737,400,0,111.733929197846,2.043737442357684,-1849.344103056854,-1520.661623050837,325.3798742820544,162.4302000670184,5.467137161657528,0.0002556317337557448,2.621622063700835e-05,8.524035854102641e-07,4.105922615293003e-08,-2.209239405691039e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
41,736,400,0,111.7339756212129,2.043354637925541,-1849.019623425459,-1520.98372577057,325.0615841598274,162.4612651567188,5.468163653405154,0.0002560805047302209,2.626517852474762e-05,8.558664977234912e-07,4.141668343135571e-08,-2.234487551729882e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
42,735,400,0,111.7340221094534,2.042951640997978,-1848.695463723519,-1521.306891068525,324.7419259584323,162.4948681800477,5.469244590384504,0.0002565374760381022,2.631485509374132e-05,8.592993798675e-07,4.177795117007897e-08,-2.260070808431552e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
43,734,400,0,111.7340686587433,2.042526101252339,-1848.371625383047,-1521.631373147922,324.4206446260488,162.5312040112334,5.47038633142732,0.0002570037654147812,2.636541990523548e-05,8.626985436052801e-07,4.214392838890431e-08,-2.286042464787284e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
44,733,400,0,111.7341152641357,2.042075498859244,-1848.048110082157,-1521.95744809551,324.0974625917083,162.5704866371507,5.471595703809834,0.0002574805799276756,2.641705322853125e-05,8.66059997199953e-07,4.251557947393055e-08,-2.312460081919521e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
45,732,400,0,111.734161919673,2.041597007646552,-1847.724919780642,-1522.285428179725,323.7720654637785,162.6129551476437,5.472880372629191,0.0002579692762757617,2.646995606544321e-05,8.693795711384612e-07,4.289398611398638e-08,-2.339388512730928e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
46,731,400,0,111.73420861843,2.041087309352521,-1847.402056762093,-1522.615679833801,323.4440839797761,162.6588816892198,5.474249342811046,0.0002584714399397954,2.652436338616526e-05,8.726530911853256e-07,4.328041518387676e-08,-2.366903871381267e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
47,730,400,0,111.7342553515381,2.040542755727991,-1847.079523669883,-1522.948614303372,323.1131030917716,162.7085699072055,5.4757125298105,0.0002589888297062874,2.658053232398207e-05,8.758761240356386e-07,4.367626762039614e-08,-2.395090768612293e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
48,729,400,0,111.7343021082597,2.039959003322106,-1846.757323573518,-1523.284724628319,322.7786249016605,162.7623699554798,5.477281745677172,0.0002595235361409411,2.663876865282532e-05,8.790443419840102e-07,4.408321527185723e-08,-2.424050283380542e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
49,728,400,0,111.7343488750506,2.039331022627644,-1846.435460037612,-1523.624591125259,322.4400628400867,162.8206831614473,5.478970683782507,0.0002600779904312654,2.669942577862331e-05,8.821534243799879e-07,4.450320533004382e-08,-2.453900448509769e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
