Index,T_C,P_MPa,deltaQFM,Mass_g,Density_g_cm3,G_kJ,H_kJ,S_J_per_K,Cp_J_per_K,V_cm3,alpha_1_per_K,beta_1_per_bar,d2V/dT2,d2V/dP2,d2V/dTdP,Outcome,sample_label,source_excel,phase,phase_sheet_name
255,755,275,0,111.7340307844145,1.879569682560502,-1862.35738865719,-1522.991819033106,330.0739868930448,167.0891990532163,5.944660196487176,0.0003666242528780332,5.302634331037336e-05,1.312070112565757e-06,2.019384787230981e-07,-7.670690781549658e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
256,754,275,0,111.7340744216563,1.87921303967466,-1862.02819247146,-1523.355188585258,329.721076655019,167.1153568274169,5.945790714660022,0.0003679240075619749,5.320338624966991e-05,1.325672708783256e-06,2.034116588395377e-07,-7.746246517715523e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
257,753,275,0,111.7341180141774,1.878832896200503,-1861.699350221606,-1523.722001125907,329.3644682509369,167.1435118907329,5.946996044200278,0.0003692508830570854,5.338436023958322e-05,1.339503333560811e-06,2.049165348637127e-07,-7.823375139734316e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
258,752,275,0,111.7341615458891,1.878426802869921,-1861.3708655653,-1524.092710609644,329.0037116086978,167.1737729422266,5.948284030827179,0.0003706079666102782,5.356985303948202e-05,1.353575812181829e-06,2.064577200812971e-07,-7.902259488773489e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
259,751,275,0,111.7342049989983,1.877992027343761,-1861.042742611536,-1524.46783034295,328.6382973866968,167.2062567928787,5.949663436912223,0.0003719987222249355,5.376052152296034e-05,1.367906009325717e-06,2.08040388676403e-07,-7.983105341704663e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
260,750,275,0,111.7342483505866,1.877525384232101,-1860.714985940784,-1524.847966547635,328.2676238998667,167.2410929777281,5.9511444845943,0.0003734272277500309,5.395713917915947e-05,1.38251294810076e-06,2.096706466498845e-07,-8.066155457042644e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
261,749,275,0,111.7342915737028,1.877023162100413,-1860.387600721373,-1525.233834045091,327.8909814374426,167.2784231942544,5.952739093995555,0.0003748982628346562,5.416061224313238e-05,1.397419422942802e-06,2.11355664835725e-07,-8.15169511723106e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
262,748,275,0,111.7343346338147,1.876480861479868,-1860.060592785749,-1525.626308385691,327.5075007590045,167.3184069303306,5.954461722870783,0.0003764176617835281,5.437204951498052e-05,1.412653785356778e-06,2.131042273695304e-07,-8.240073199444443e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
263,747,275,0,111.7343774870038,1.875892897399543,-1859.733968786555,-1526.026485465514,327.1160940264088,167.3612254426267,5.956330323649905,0.0003779927019653243,5.459283824389411e-05,1.428252092690422e-06,2.149273328623977e-07,-8.331725647626867e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
264,746,275,0,111.7344200758333,1.87525211080469,-1859.40773639587,-1526.435779473161,326.7153578204474,167.4070892841774,5.958367913948752,0.0003796327484012148,5.482477053914661e-05,1.444261604531366e-06,2.168391937986044e-07,-8.427214305953922e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
265,745,275,0,111.7344623213753,1.874548859820386,-1859.081904573336,-1526.856102207773,326.3033957330094,167.4562534463346,5.960605493744311,0.0003813504459239711,5.507027840295484e-05,1.460747137351845e-06,2.188590871025676e-07,-8.527298500393503e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
266,744,275,0,111.7346090295364,1.87316243195299,-1858.758172639708,-1527.430754812432,325.7409603571515,167.509665068432,5.965025089310597,0.0003839948268580195,5.550175872917271e-05,1.482156347859709e-06,2.22328970700103e-07,-8.682720518901501e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
267,743,275,0,111.7403490845554,1.857539692688318,-1858.526516364896,-1531.257642362114,322.0674841340178,167.6115981023815,6.015502630947259,0.0004055804553345753,5.978273813051555e-05,1.604055755289544e-06,2.559934716331514e-07,-9.983307136342629e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
268,742,275,0,111.7432570437593,1.841970117031374,-1858.252924862837,-1534.983547242763,318.4449368271432,167.7694048885816,6.066507594805675,0.0004268503447613059,6.396801995855551e-05,1.726352684495873e-06,2.894239627851413e-07,-1.128288632968005e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
269,741,275,0,111.7438362211624,1.829694801141524,-1857.94539398311,-1537.969814629409,315.5110973265302,167.9370339032527,6.107239095364251,0.0004437224413331185,6.72341723481135e-05,1.827138632916276e-06,3.159568195519848e-07,-1.232743001495768e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
270,740,275,0,111.7440907825983,1.824608667424255,-1857.634766439601,-1539.408649281404,314.0957579412691,168.0505197556564,6.124277099940783,0.0004512457302704131,6.859519902852445e-05,1.878467745393521e-06,3.272657616203732e-07,-1.27960946246522e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
271,739,275,0,111.7442280228105,1.822659659195563,-1857.323285764632,-1540.177105008461,313.3391105628322,168.1333886282574,6.130833447651394,0.0004547300280577552,6.913564901954042e-05,1.908066338194804e-06,3.319262629720324e-07,-1.301251487047055e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
272,789,250,0,111.7330680184893,1.831482342335728,-1875.215642772222,-1516.252537290524,337.958956344865,167.9985430221679,6.100690431773082,0.0003904877752477486,6.47282788801617e-05,1.043000075188202e-06,2.963014470379309e-07,-9.176526950682599e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
273,788,250,0,111.7330988550024,1.832206158704516,-1874.878260449152,-1516.42104271526,337.8007046448588,167.997917830557,6.098282025970522,0.0003904622137790321,6.460131412324243e-05,1.051855258202015e-06,2.954403118379877e-07,-9.177404628122105e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
274,787,250,0,111.7331298226194,1.832929596322814,-1874.541038532715,-1516.589548989459,337.6423049033206,167.9972883606242,6.095876789090871,0.0003904355474086143,6.447435161507846e-05,1.060741293719121e-06,2.945788802336121e-07,-9.1782224590306e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
275,786,250,0,111.7331605421498,1.833576554036275,-1874.203971825737,-1516.766423637277,337.4758515682009,167.9945293902112,6.09372760009339,0.000390473592995009,6.436540821752235e-05,1.069831047975589e-06,2.938633969814997e-07,-9.183310729918329e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
276,785,250,0,111.7331897913518,1.83390779234112,-1873.867067437159,-1516.9779651394,337.276475261313,167.9831980296257,6.092628552971904,0.0003907844395641594,6.433102086664097e-05,1.079693128915242e-06,2.937528034115763e-07,-9.206345441214752e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
277,784,250,0,111.7332191093422,1.834235644501504,-1873.530363749205,-1517.189825933183,337.076609578605,167.9721838984991,6.091541151993495,0.0003910987226549204,6.42971722170213e-05,1.089634035230231e-06,2.936462947248659e-07,-9.229591941372318e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
278,783,250,0,111.7332484951866,1.834560071960127,-1873.193861239808,-1517.402012955414,336.8762470145282,167.961494877454,6.09046551284667,0.0003914164928711149,6.426386731042865e-05,1.099654292150454e-06,2.935439131570008e-07,-9.253052875225214e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
279,782,250,0,111.7332779477624,1.834881009749194,-1872.857560392961,-1517.614536233556,336.6753771116958,167.9511383254843,6.08940183881651,0.00039173782422935,6.423111734934505e-05,1.109754480086762e-06,2.934457513131733e-07,-9.276732423420634e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
280,781,250,0,111.7333074660035,1.835198411067318,-1872.521461702694,-1517.827403885831,336.4739911937228,167.9411223922919,6.088350272765407,0.0003920627751833436,6.419892910284339e-05,1.119935126255432e-06,2.933518660430282e-07,-9.30063373518676e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
281,780,250,0,111.7333370487776,1.835512223921256,-1872.185565671098,-1518.040624719703,336.272079904472,167.9314553826199,6.087310974703215,0.0003923914089519467,6.416731042580362e-05,1.130196758997177e-06,2.932623232870437e-07,-9.324760265441613e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
282,779,250,0,111.733366694942,1.835822404274777,-1871.849872809215,-1518.254206833709,336.0696345345295,167.9221460234004,6.086284078174824,0.0003927237820949135,6.413626720171618e-05,1.140539873661587e-06,2.931771733036601e-07,-9.349115028783949e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
283,778,250,0,111.733396403304,1.836128909070685,-1871.51438363637,-1518.468158356494,335.8666463205783,167.9132033403252,6.08526971343506,0.0003930599506456753,6.410580499662633e-05,1.150964947647473e-06,2.930964640787452e-07,-9.373700999479113e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
284,777,250,0,111.7334261726087,1.836431684481003,-1871.179098679913,-1518.682488670039,335.6631052800778,167.9046365128094,6.084268046387246,0.0003933999798675759,6.407593163035772e-05,1.161472467940666e-06,2.930202621007054e-07,-9.398521745326267e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
285,776,250,0,111.7334560016889,1.836730704460475,-1870.844018477549,-1518.897204340431,335.4590040862773,167.8964554747306,6.083279150849158,0.0003937439106639911,6.404664832678666e-05,1.172062827760499e-06,2.929485806634248e-07,-9.423579242531622e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
286,775,250,0,111.7334858891255,1.837025905401186,-1870.509143571756,-1519.112316103252,335.2543314110607,167.8886698435617,6.082303225044837,0.0003940918175781783,6.401796498297606e-05,1.182736501402989e-06,2.928815037693702e-07,-9.448877652116634e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
287,774,250,0,111.7335158336408,1.83731727282961,-1870.174474515976,-1519.327829627991,335.049080731495,167.881290353295,6.081340304473521,0.0003944437324807348,6.398988013046829e-05,1.193493805683129e-06,2.928190235817995e-07,-9.474418349162958e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
288,773,250,0,111.7335458339634,1.837604769064356,-1869.840011872262,-1519.543753095849,334.8432431070241,167.8743277181662,6.080390501536095,0.0003947997054795311,6.396239697923579e-05,1.204335085408068e-06,2.927611702462861e-07,-9.500203893091534e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
289,772,250,0,111.7335758889355,1.83788839785228,-1869.505756212796,-1519.760090431922,334.6368136448114,167.8677935774843,6.079453791617877,0.0003951597504065755,6.393550920870072e-05,1.21526053527885e-06,2.927078968797472e-07,-9.52623447679576e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
290,771,250,0,111.7336059964245,1.838168032219681,-1869.171708102088,-1519.976859946164,334.4297736493073,167.8616979561305,6.078530582511574,0.0003955240013857635,6.390924141434914e-05,1.226270715285684e-06,2.926594085077264e-07,-9.552518111541767e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
291,770,250,0,111.7336361558867,1.838443770454049,-1868.837868138013,-1520.194055564457,334.2221277606829,167.8560545814451,6.077620537085631,0.000395892384470408,6.388356443054707e-05,1.237365456281235e-06,2.926154728635122e-07,-9.579049270966545e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
292,769,250,0,111.7336663655647,1.838715547772168,-1868.504236906303,-1520.411689134245,334.0138634285451,167.8508750888395,6.076723857637683,0.0003962649758253793,6.385848772286977e-05,1.248545047105606e-06,2.925761723942534e-07,-9.605832187030042e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
293,768,250,0,111.7336966241964,1.83898337647037,-1868.170815007706,-1520.629764276248,333.8049759702805,167.8461725736874,6.075840491753169,0.0003966417803873009,6.38340023948107e-05,1.259809490639526e-06,2.925414403636655e-07,-9.632866454237891e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
294,767,250,0,111.7337269300666,1.839247213215462,-1867.837603042286,-1520.848290844152,333.5954546922408,167.8419597479096,6.07497057096138,0.0003970228543634215,6.381011255979798e-05,1.271158920505658e-06,2.925113163134653e-07,-9.66015499536742e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
295,766,250,0,111.7337572821436,1.839507110510231,-1867.504601627257,-1521.067268388104,333.3852987914672,167.8382509240122,6.074113910391553,0.0003974081643147561,6.378679953471109e-05,1.282593100202362e-06,2.924856542645465e-07,-9.687694900996515e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
296,765,250,0,111.7337876786846,1.839763035220941,-1867.171811373984,-1521.286705997957,333.1744982671354,167.835059691066,6.073270608204512,0.0003977977563996363,6.376406480909389e-05,1.294112019233744e-06,2.924644729692609e-07,-9.71548843017009e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
297,764,250,0,111.7338193232344,1.839967336112476,-1866.839252907239,-1521.519472628882,332.9506631426089,167.8340876064462,6.072597982054843,0.0003982911406058377,6.376398495900195e-05,1.306075492623814e-06,2.926302604078224e-07,-9.749427816859722e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
298,763,250,0,111.733862368651,1.839711818131393,-1866.507166619382,-1521.875067483423,332.6083087737866,167.8500667583455,6.073443746322171,0.0003997370317704958,6.397413970314149e-05,1.321614484966068e-06,2.94534925955382e-07,-9.839821416494195e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
299,762,250,0,111.7339054053598,1.839442266789996,-1866.175423585163,-1522.23265022028,332.2637041635342,167.8674872041952,6.07433608668492,0.0004012021574129213,6.418670039178881e-05,1.337402946937593e-06,2.96461850954311e-07,-9.931441385452843e-07,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
300,761,250,0,111.7339484251795,1.83915717883221,-1865.8440260527,-1522.592491811579,331.916582933927,167.8864054974623,6.075280009298934,0.000402688644313665,6.44021206152709e-05,1.353450360251595e-06,2.984148891617844e-07,-1.002442186637449e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
301,760,250,0,111.7339914187326,1.838854949900152,-1865.512976528258,-1522.954885295901,331.5666565671559,167.9068820605763,6.076280862979411,0.0004041987838263735,6.462088517815993e-05,1.369767154897533e-06,3.003981770342929e-07,-1.011890783308969e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
302,759,250,0,111.7340343753369,1.838533838583777,-1865.182277799609,-1523.3201530484,331.2136072772453,167.9289813391626,6.077344459507234,0.0004057350866434719,6.484352208386619e-05,1.386364968341154e-06,3.024162364507691e-07,-1.021505859774504e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
303,758,250,0,111.7340772824377,1.838191966562992,-1864.851932957049,-1523.688647671511,330.8570870247175,167.9527720791159,6.078477075022552,0.0004073002870517554,6.507060268454707e-05,1.403256712240091e-06,3.044739803476333e-07,-1.03130482058051e-06,Success,KCP109C,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_audit_v2/2026-02-26/kcp109c_phase7_parity_20260225_224621/runs/kcp109c_phase7_parity_liam_exact/runs/20260225_224621/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_11cores.xlsx,system,system
