profile,campaign_status,error,elapsed_wall_time_s,manifest_status,num_pressure_steps,num_data_points,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,delta_P2_vs_liam_MPa,melts_calc_time_s,pressure_calc_time_s,total_time_s,run_dir
profile_i_prototype_mainloop_bounded_reset,success,,51.05838108062744,success,15,881,352.8225806452008,2.743202765033232,,,103.47072879336667,269.5238118171692,0.715095043182373,45.973717212677,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_profile_compare/2026-02-26/kcp109c_profile_pressure_compare_20260225_231023/runs/kcp109c_parity_profile_i_prototype_mainloop_bounded_reset/runs/20260225_231023
profile_j_liquidus_fresh_iteration_bounded_main,success,,91.25682711601257,success,15,5209,352.8225806452008,2.743202765033232,,,103.47072879336667,579.9778819084167,2.360442876815796,88.5621931552887,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_profile_compare/2026-02-26/kcp109c_profile_pressure_compare_20260225_231023/runs/kcp109c_parity_profile_j_liquidus_fresh_iteration_bounded_main/runs/20260225_231114
profile_k_liquidus_fresh_branch_bounded_main,success,,44.78732109069824,success,15,781,352.8225806452008,2.743202765033232,,,103.47072879336667,258.37997484207153,0.6410439014434814,42.513784885406494,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_parity_profile_compare/2026-02-26/kcp109c_profile_pressure_compare_20260225_231023/runs/kcp109c_parity_profile_k_liquidus_fresh_branch_bounded_main/runs/20260225_231245
