sample_label,source_row_index,status,missing_required,warnings,fe3fet,fe_split_applied,FeOt_original,FeO_prepared,Fe2O3_prepared,prepared_total_wt
KCP109C_LIAM_EXACT,0,ok,,Prepared oxide total 111.7320 wt% outside tolerance ±0.5 of 100,,False,,0.49,0.18,111.732
