sample_label,source_row_index,status,missing_required,warnings,fe3fet,FeOt_original,FeO_prepared,Fe2O3_prepared,prepared_total_wt
KCP109B,0,ok,,Prepared oxide total 113.0000 wt% outside tolerance ±0.5 of 100,0.0,0.526321116610492,0.526321116610492,0.0,112.99999999999999
