dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,melts_calc_time_s,pressure_calc_time_s,workbook_build_time_s,runtime_log_version,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,pressure_calc_method,pressure_calc_error,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
kcp109b_1150_700_dp100_dt1,KCP109B,success,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_diagnostics/kcp109b_followup_1150_700_20260225_181711/pipeline_run/kcp109b_1150_700_dp100_dt1/runs/20260225_181855/parallel-results/Parallel_MELTS_KCP109B_dP100.0_02-25_11cores.xlsx,parallel-results/Parallel_MELTS_KCP109B_dP100.0_02-25_11cores.xlsx,3,1249,,,,,,rmp_runtime_v1,,,,,,,,,,,helper_pressure_analysis_sheet,,True,True,True,30.056639194488525,69.19188570976257,,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_diagnostics/kcp109b_followup_1150_700_20260225_181711/pipeline_run/kcp109b_1150_700_dp100_dt1/runs/20260225_181855,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_diagnostics/kcp109b_followup_1150_700_20260225_181711/pipeline_run/kcp109b_1150_700_dp100_dt1/runs/20260225_181855/melts_input.csv
