dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
kcp109c_tinygrid,KCP109C,success,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_tinygrid/runs/20260225_150300/parallel-results/Parallel_MELTS_KCP109C_dP20.0_02-25_1cores.xlsx,parallel-results/Parallel_MELTS_KCP109C_dP20.0_02-25_1cores.xlsx,2,0,,,0.514380693435669,0,,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_tinygrid/runs/20260225_150300,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_tinygrid/runs/20260225_150300/melts_input.csv
