sample_label,dataset_name,status,error,scout_manifest_csv,fine_manifest_csv,scout_summary_workbook,fine_summary_workbook,fine_helper_workbook,scout_helper_workbook,scout_run_dir,fine_run_dir,fine_window_reason,fine_T1,fine_T2,P_2phase_qtz_fsp_MPa,P_3phase_qtz_fsp_fsp1_MPa,Rmin_2phase_qtz_fsp_C,Rmin_3phase_qtz_fsp_fsp1_C,melts_calc_time_s,pressure_calc_time_s,workbook_build_time_s,total_time_s,num_pressure_steps,num_data_points,pressure_calc_method,pressure_calc_error,fine_system_sheet_nonempty,fine_system_rows_nonzero_mass,fine_liquid_sheet_nonempty,fine_liquid_rows_nonzero_mass,fine_quartz_sheet_nonempty,fine_quartz_rows_nonzero_mass,fine_feldspar_sheet_nonempty,fine_feldspar_rows_nonzero_mass,fine_feldspar_1_sheet_nonempty,fine_feldspar_1_rows_nonzero_mass,fine_melts_phase_success_qz_fsp_fsp1,campaign_stage
KCP109B,kcp109b_aplite_norm_staged_suffixE_gate,success,,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_scout/runs/20260225_165529/run_manifest.csv,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_fine/runs/20260225_165537/run_manifest.csv,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_scout/runs/20260225_165529/KCP109B_scout_dT10_pipeline_tables_with_pressure_suffixE.xlsx,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_fine/runs/20260225_165537/KCP109B_fine_dT1_narrowed_pipeline_tables_with_pressure_suffixE.xlsx,,,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_scout/runs/20260225_165529,/Users/lopezama/PycharmProjects/rmelts_outputs_aplite_campaigns/kcp109b_aplite_norm_staged_suffixE_gate_fine/runs/20260225_165537,no_phase_appearance_rows,1100.0,600.0,,,,,,,,,,,,,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,gate
KCP109B,,gate_failed,Gate sample KCP109B did not satisfy success criterion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gate
