pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.3047029972076416,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,none,0.03457307815551758,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04490303993225098,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.05361628532409668,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.030903100967407227,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.10430097579956055,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,success,0.05903506278991699,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.0381619930267334,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04609799385070801,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.0458531379699707,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.09552478790283203,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,success,0.06060290336608887,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.04423022270202637,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.8277449607849121,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.5894241333007812,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,exception,0.21732711791992188,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 22 is different from 25)"
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.0393829345703125,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.046029090881347656,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.08321475982666016,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.06816792488098145,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,False,success,0.0368199348449707,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.03199410438537598,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.04018092155456543,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.10077381134033203,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,exception,0.10971498489379883,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 16 is different from 19)"
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04023122787475586,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.7947859764099121,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.5669851303100586,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,none,0.2404322624206543,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,2,main,912.0,True,none,0.0020973682403564453,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,3,main,937.0,True,none,0.0018069744110107422,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,4,main,962.0,True,none,0.0019910335540771484,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,5,main,987.0,True,none,0.001947164535522461,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.041052818298339844,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.04305887222290039,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.08281230926513672,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.06479597091674805,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,False,success,0.03720211982727051,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03207087516784668,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.03970909118652344,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.07704997062683105,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,none,0.1125328540802002,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,2,main,912.0,True,none,0.002827882766723633,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,3,main,937.0,True,none,0.007391929626464844,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,4,main,962.0,True,none,0.0023012161254882812,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,5,main,987.0,True,none,0.0022110939025878906,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04227089881896973,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.7740590572357178,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.5983929634094238,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,none,0.23151683807373047,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,2,main,912.0,False,success,0.04655289649963379,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,main,868.0,True,success,0.044783830642700195,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,probe,869.0,False,success,0.08707571029663086,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,main,890.0,True,success,0.046959877014160156,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,probe,891.0,False,success,0.08420205116271973,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,main,901.0,True,success,0.03939509391784668,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,probe,902.0,False,success,0.08870220184326172,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,6,main,906.0,True,success,0.05890798568725586,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,7,main,904.0,True,success,0.033151865005493164,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,8,main,902.0,True,success,0.04570817947387695,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,8,probe,903.0,False,success,0.04521608352661133,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04085397720336914,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04698324203491211,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.09424877166748047,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.08116006851196289,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,False,success,0.061666011810302734,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03947901725769043,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.05141615867614746,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.08933496475219727,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,none,0.1310868263244629,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,2,main,912.0,False,success,0.04342293739318848,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,main,868.0,True,success,0.032182931900024414,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,main,846.0,True,success,0.048998117446899414,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,probe,847.0,False,success,0.096405029296875,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,main,857.0,True,success,0.08350825309753418,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,probe,858.0,False,success,0.04904007911682129,,
