,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5
nan,71.5695183,0.429554,13.7598338,2.412299192,0.058812258,0.685839276,2.531023689,4.207918986,2.563682796,0.147457366
nan,71.88780024,0.425164702,13.87394223,2.473398679,0.050778068,0.64477032,2.48347492,4.313233782,2.490384438,0.148122808
nan,72.25699176,0.398373149,13.66514219,2.074794846,0.063201179,0.658370958,2.523159411,4.028185155,2.519490054,0.143811658
nan,72.12914704,0.43026343,13.72975066,2.246200518,0.06110621,0.67778757,2.505769832,4.04876422,2.56169558,0.137312185
nan,72.30010298,0.409798913,13.51186196,2.215727884,0.05588189,0.642230422,2.466340746,4.088602137,2.517321364,0.132275046
nan,72.16479059,0.402388112,13.79148218,2.33788314,0.057086134,0.631082171,2.547666236,4.008829314,2.580884643,0.138273073
nan,72.22093429,0.4195881,13.85919035,2.27002028,0.05356372,0.643998258,2.43253188,4.17409338,2.569199746,0.139791813
nan,72.46318471,0.407561401,13.63967286,2.283215903,0.052735172,0.694520383,2.408821027,4.135655815,2.605694379,0.164105148
nan,72.16528076,0.408566979,13.94865075,2.219663384,0.056862412,0.685631087,2.498556835,4.036812101,2.602826531,0.140603029
nan,72.07515474,0.394260606,13.8493577,2.264745284,0.055325243,0.636778622,2.506689313,4.141715809,2.515472925,0.133721082
nan,71.44138701,0.41227362,13.7262249,2.564848555,0.063008961,0.657480078,2.48527197,4.129765148,2.615200275,0.142113633
nan,72.13716119,0.434339182,13.50075642,2.451880517,0.051865445,0.692202106,2.534527092,4.262831924,2.552861624,0.144441223
nan,71.95540523,0.423107081,13.78897765,2.170050527,0.055130283,0.694990841,2.469118133,3.976340762,2.609532738,0.143650614
nan,72.22639434,0.387381708,13.88805436,2.260427717,0.054287313,0.675023498,2.538252874,4.125306306,2.500826843,0.132678624
nan,72.06537813,0.415252872,13.5536067,2.273667951,0.054780775,0.681757853,2.510321121,4.034027022,2.55229458,0.154667528
nan,72.19062503,0.400599515,13.68484029,2.145117975,0.059914198,0.680476542,2.527914532,4.186887675,2.58037189,0.143127996
nan,72.47315386,0.427656416,13.54214424,2.380965049,0.054161739,0.652478083,2.348775421,4.215729033,2.638576864,0.13542092
nan,71.76006849,0.426685665,13.99416901,2.261160001,0.053786156,0.617257176,2.50590213,4.12605947,2.625505897,0.13144296
nan,71.95167423,0.393080803,13.77500911,2.333413858,0.058565916,0.783451889,2.309508375,4.020738649,2.481786236,0.152613203
nan,71.84486499,0.4128685,13.91646165,2.553196564,0.05643459,0.630823432,2.619374286,4.233066094,2.570832401,0.135822634
nan,72.37487291,0.442918538,14.03484134,2.382458846,0.051012645,0.651653097,2.494653869,4.184322458,2.600323243,0.133759253
nan,71.8622698,0.433413342,13.8000039,2.311556475,0.053942026,0.650122157,2.485677229,4.156465968,2.514157224,0.151603973
nan,72.48002007,0.410514903,13.78784342,2.278538742,0.054444343,0.638632669,2.504339954,4.296188259,2.619679466,0.135859141
nan,72.24707574,0.398344033,13.8817499,2.261301698,0.057827489,0.681738382,2.534160221,4.084577984,2.610057089,0.147936164
nan,71.68884951,0.433562389,13.96825641,2.147458609,0.061709498,0.680365226,2.32046592,4.055484149,2.576763408,0.139593458
nan,72.36895844,0.382414522,13.84450335,2.36618258,0.055961882,0.682417117,2.485133038,4.064199503,2.622134245,0.156116981
nan,72.30344622,0.450469363,13.9611294,2.344878134,0.058930469,0.668357583,2.473950733,4.130395711,2.625908762,0.156286109
nan,72.51489398,0.393916494,13.79504919,2.344598092,0.056844808,0.695560641,2.518561376,4.078499436,2.596239366,0.144912427
nan,71.66913309,0.429761949,13.55647314,2.173801361,0.06072941,0.669962075,2.581856199,4.017448558,2.572565899,0.152047492
nan,72.23566999,0.434905672,14.10722485,2.161929769,0.056623179,0.640571668,2.526330794,4.084840547,2.550432541,0.140959274
nan,72.18548794,0.429092701,13.78264617,2.26733058,0.056612329,0.720129555,2.498946238,4.050979758,2.612380528,0.144856324
nan,72.38318264,0.410212405,14.00879444,2.11710753,0.057438117,0.621976427,2.481639494,4.001082985,2.548676025,0.155307757
nan,72.19790652,0.397552433,13.47948643,2.31729405,0.053469785,0.725379797,2.550699606,4.152558984,2.552002743,0.13601452
nan,72.03251675,0.392804276,13.67865545,2.265760569,0.052905284,0.685138882,2.398876159,4.18123349,2.629224684,0.148024737
