,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5
nan,75.76030046,0.10788774,12.63004032,1.071039623,0.032753133,0.129983995,1.089804745,3.292870972,4.990043211,0.055752101
nan,75.35175514,0.125147147,12.871368,1.176387237,0.038239135,0.186905045,1.106472437,3.141040355,4.957328096,0.066201343
nan,75.6961471,0.131008308,12.8342566,1.1444116,0.038875154,0.155012756,1.030633646,3.001963747,4.958497761,0.06012847
nan,75.30161149,0.129641895,12.83561654,1.109034075,0.038888276,0.136434593,1.044251775,3.438435014,4.877991062,0.043304002
nan,76.09191491,0.15250624,12.75183027,1.196967347,0.032408639,0.207202471,1.070232802,3.332462562,4.903999679,0.049761424
nan,75.89313807,0.137073704,12.84772948,1.183066793,0.035542804,0.145081554,1.123617905,3.226681928,4.962829423,0.057545238
nan,75.6688952,0.122594196,13.10564647,1.040742185,0.040299345,0.137076076,1.00486264,3.290048116,4.983748322,0.053872581
nan,75.91823826,0.143585849,12.82355562,1.098314235,0.034276928,0.101065453,1.078892559,3.261034924,4.894343919,0.043778422
nan,75.43405917,0.122314658,12.93264187,0.999467606,0.038490308,0.167722897,1.074241361,3.134884943,4.983667153,0.05903768
nan,76.39615732,0.128603743,12.96373602,1.095497406,0.034369302,0.159803285,1.190779583,3.331512619,4.995634273,0.042644477
nan,75.4773161,0.129550686,13.03836344,1.078093641,0.028238017,0.139292061,1.065525633,3.229738791,4.948080443,0.052185964
nan,75.95312597,0.132000417,12.85394893,1.159222552,0.028784243,0.122274565,1.172910861,3.247127548,4.970632281,0.055070846
nan,75.85740487,0.136269452,12.73591264,1.203344264,0.035131983,0.161422096,1.026779158,3.3919846,5.064042401,0.057378163
nan,75.49764646,0.118400449,12.61765001,1.112519094,0.039563412,0.146159276,1.146016766,3.196500736,5.027342612,0.04807246
nan,75.31998292,0.150408995,12.600246,0.980428049,0.034028537,0.096126582,1.061047516,3.214302851,4.995824776,0.058803215
nan,76.17640324,0.146556207,12.79013501,1.127489435,0.037820632,0.141092237,1.046470965,3.190681597,5.063912737,0.047510638
nan,76.05921795,0.116858092,12.82023194,1.102236648,0.033173286,0.152756729,1.01827028,3.052125256,4.838238736,0.049487009
nan,75.61271627,0.151898231,12.85633019,1.129970691,0.036505208,0.139121698,1.057710325,3.187006961,5.05484603,0.045398657
nan,75.32054624,0.143529255,12.80767378,1.151175531,0.036466908,0.151030896,1.085536569,3.395245832,4.892438506,0.050133261
nan,75.856133,0.106072352,12.93219931,1.070673652,0.034378154,0.119823684,1.084644175,3.11344795,4.982076444,0.051401374
nan,76.0057277,0.133473287,13.04502801,1.255610413,0.032709887,0.111001976,1.044248194,3.091314806,5.061466554,0.06421698
nan,75.84399671,0.122589032,12.90741471,0.985639262,0.035369123,0.145679586,1.112930788,3.219841477,4.886041308,0.048703393
nan,76.07146563,0.165406973,12.55847696,1.134743039,0.036060461,0.145100901,1.07126694,3.376457444,4.95844281,0.056569654
nan,76.04068835,0.123442165,12.87537107,1.12362375,0.038405123,0.170218089,1.037167547,3.154124992,5.099249643,0.060859784
nan,74.9635703,0.154724895,12.79600993,1.186505975,0.029696762,0.149998812,1.061038932,3.303841788,4.906286115,0.051160086
nan,75.64945827,0.151913808,12.69350456,1.118742211,0.036565039,0.165317149,1.126162119,3.394547946,4.939627699,0.043569716
nan,75.81252201,0.160852662,12.81297921,1.025761434,0.035234567,0.192052451,1.14670002,3.219377008,4.862256668,0.04548094
nan,75.77808261,0.135139776,12.68694959,1.056638048,0.034336622,0.179889136,1.000559431,3.185797741,4.915343702,0.055288812
nan,76.14476416,0.128066746,12.91035646,1.084578583,0.032339694,0.173625234,0.965921196,3.171711114,4.949537913,0.058209949
nan,75.71418522,0.111588122,12.87647611,1.082047734,0.030634624,0.152579466,1.060717084,3.155924509,5.042972511,0.069653307
nan,75.67369883,0.13471899,13.09673218,1.15091984,0.035832398,0.158828668,1.028917596,3.216810629,4.930942572,0.059249722
nan,75.62778386,0.119520368,12.78209039,1.020555252,0.039010558,0.069596625,1.119935381,3.081247598,4.961858929,0.047753134
nan,76.10796108,0.12092439,12.83868516,1.211677387,0.033189844,0.202424607,1.146197295,3.081879998,4.89118223,0.045234767
nan,75.64384074,0.134539406,12.86198442,1.05965679,0.026843583,0.123027461,1.034313562,3.279602145,5.045667067,0.054731822
nan,75.66158395,0.136244986,12.92266001,1.035588571,0.03164094,0.149501595,1.079833996,3.119163059,4.996057333,0.044735378
nan,75.27921108,0.134178759,13.08827725,1.238213165,0.031172599,0.213382552,1.071178127,3.120250565,4.993594424,0.061782395
nan,76.05181269,0.154551418,13.09740443,1.178499734,0.031151233,0.152098078,1.079601901,3.42266143,4.967200728,0.037401667
nan,76.05990996,0.139268478,12.81628545,1.108615258,0.035253784,0.1832599,1.116570592,3.29002814,4.940433086,0.04038776
nan,75.58670818,0.14258182,13.00147444,1.113033741,0.032142023,0.148863717,1.005797107,3.203553709,5.026427116,0.052088708
nan,76.1534805,0.145745822,13.02381957,1.097168173,0.03586986,0.126492777,0.964033757,3.288620151,4.92040199,0.054277447
nan,75.77544706,0.146589299,13.05529024,1.00956674,0.030460645,0.13816356,1.062664629,3.346089498,4.920925914,0.042554046
nan,76.05757156,0.119065758,12.97128026,1.020655327,0.029720928,0.219858385,0.996256469,3.162421733,5.061115712,0.064410187
