dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,pressure_calc_method,pressure_calc_error,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
kcp109c_aplite_style_p6_suffixA,KCP109C,success,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_aplite_style_p6_suffixA/runs/20260225_153314/parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_6cores.xlsx,parallel-results/Parallel_MELTS_KCP109C_dP25.0_02-25_6cores.xlsx,3,11,362.49999999999994,,362.4999999999999,4.374999999999886,0.004000000000000156,-2.900000000000113,530.0000000000202,,,,,,helper_pressure_analysis_sheet,,True,True,False,2.5102648735046387,1.1435110569000244,,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_aplite_style_p6_suffixA/runs/20260225_153314,/Users/lopezama/PycharmProjects/rmelts_outputs_onecomp/kcp109c_aplite_style_p6_suffixA/runs/20260225_153314/melts_input.csv
