pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
100.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.041735172271728516,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.04335212707519531,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.08795285224914551,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,success,0.06938314437866211,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04193305969238281,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.799332857131958,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.5902731418609619,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,none,0.219559907913208,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,2,main,912.0,True,none,0.0027658939361572266,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,3,main,937.0,True,none,0.0018157958984375,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,4,main,962.0,True,none,0.0017209053039550781,,
50.0,fresh_state_probe_only,thread_timeout_wrapper,5,main,987.0,True,none,0.0015988349914550781,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04047989845275879,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.043530941009521484,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.08221793174743652,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,success,0.06655097007751465,,
75.0,fresh_state_probe_only,thread_timeout_wrapper,1,probe,888.0,False,success,0.037245988845825195,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03287196159362793,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,0,main,824.0,True,success,0.04064369201660156,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,0,probe,825.0,False,success,0.08407998085021973,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,1,main,887.0,True,none,0.1314699649810791,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,2,main,912.0,True,none,0.002048969268798828,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,3,main,937.0,True,none,0.002357006072998047,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,4,main,962.0,True,none,0.0019431114196777344,,
100.0,fresh_state_probe_only,thread_timeout_wrapper,5,main,987.0,True,none,0.0022950172424316406,,
