pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
50.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04110383987426758,,
50.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.803504228591919,,
50.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.1858210563659668,,
50.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.3312108516693115,,
50.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,none,0.03630495071411133,,
75.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.040494680404663086,,
75.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.044821977615356445,,
75.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.029517173767089844,,
75.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.06483793258666992,,
75.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,success,0.05125308036804199,,
100.0,reuse_state,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03277111053466797,,
100.0,reuse_state,thread_timeout_wrapper,0,main,824.0,True,success,0.04142308235168457,,
100.0,reuse_state,thread_timeout_wrapper,0,probe,825.0,True,success,0.04089808464050293,,
100.0,reuse_state,thread_timeout_wrapper,1,main,887.0,True,success,0.08566904067993164,,
100.0,reuse_state,thread_timeout_wrapper,1,probe,888.0,True,success,0.05438685417175293,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04068398475646973,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.8045487403869629,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.656757116317749,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.0981740951538086,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,1,probe,888.0,False,success,0.08930301666259766,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,918.0,False,success,0.044306039810180664,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,902.0,False,success,0.12108111381530762,,
50.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,903.0,False,success,0.05701804161071777,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.040582895278930664,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.11487174034118652,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.09895801544189453,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.04520988464355469,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,856.0,False,success,0.0897679328918457,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,2,probe,857.0,False,success,0.08355998992919922,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,872.0,False,success,0.0813608169555664,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,873.0,False,success,0.08969497680664062,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,4,main,880.0,False,success,0.047625064849853516,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,5,main,876.0,False,success,0.05095505714416504,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,6,main,874.0,False,success,0.08805990219116211,,
75.0,fresh_state_each_iteration,thread_timeout_wrapper,6,probe,875.0,False,success,0.12223601341247559,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.0395960807800293,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,0,main,824.0,False,success,0.09756588935852051,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,0,probe,825.0,False,success,0.09045886993408203,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,1,main,887.0,False,success,0.046174049377441406,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,2,main,856.0,False,success,0.04780101776123047,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,3,main,840.0,False,success,0.09457802772521973,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,3,probe,841.0,False,success,0.08482503890991211,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,4,main,848.0,False,success,0.09151625633239746,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,4,probe,849.0,False,success,0.0916299819946289,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,5,main,852.0,False,success,0.0967559814453125,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,5,probe,853.0,False,success,0.08682703971862793,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,6,main,854.0,False,success,0.08829498291015625,,
100.0,fresh_state_each_iteration,thread_timeout_wrapper,6,probe,855.0,False,success,0.037217140197753906,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04441022872924805,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.7959380149841309,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.20018792152404785,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.3097097873687744,,
50.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,none,0.03663897514343262,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04153585433959961,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,0,main,824.0,True,success,0.04568004608154297,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,0,probe,825.0,True,success,0.030590295791625977,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,1,main,887.0,True,success,0.09104490280151367,,
75.0,fresh_state_after_exception,thread_timeout_wrapper,1,probe,888.0,True,success,0.05162501335144043,,
100.0,fresh_state_after_exception,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.034509897232055664,,
