SampleID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,dry_total_original,dry_total_normalized,H2O
KCP109B,77.28823166226378,0.0698387635502383,12.803773317543698,0.526321116610492,0.0242917438435611,0.0506077996740857,0.5465642364801263,4.01825929412241,4.666039129950708,0.0060729359608902,98.799,100.0,13.0
