Unnamed: 0,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SiO2,H2O
KCP109C,0.082,12.95,0.66,0.031,0.09,0.7,4.37,4.01,0.009,75.82,13.0
