dataset_name,sample_label,status,excel_path,helper_filename,num_pressure_steps,num_data_points,P_QF,P_Q2F,melts_calc_time_s,pressure_calc_time_s,workbook_build_time_s,runtime_log_version,P_2phase_qtz_fsp_MPa,Rmin_2phase_qtz_fsp_C,fit_a_2phase,fit_b_2phase,fit_c_2phase,P_3phase_qtz_fsp_fsp1_MPa,Rmin_3phase_qtz_fsp_fsp1_C,fit_a_3phase,fit_b_3phase,fit_c_3phase,pressure_calc_method,pressure_calc_error,phase_sheet_quartz_present,phase_sheet_feldspar_present,phase_sheet_feldspar_1_present,total_time_s,calc_time_s,error,run_dir,melts_input_csv_path
pipeline_profile_e_current_full_patch,KCP109B,success,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_diagnostics/kcp109b_tinygrid_patch_ab_20260225_180517/profile_e_current_full_patch/pipeline_level/pipeline_profile_e_current_full_patch/runs/20260225_180613/parallel-results/Parallel_MELTS_KCP109B_dP100.0_02-25_11cores.xlsx,parallel-results/Parallel_MELTS_KCP109B_dP100.0_02-25_11cores.xlsx,3,303,,,,,,rmp_runtime_v1,,,,,,,,,,,helper_pressure_analysis_sheet,,False,False,False,7.226787805557251,13.35897707939148,,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_diagnostics/kcp109b_tinygrid_patch_ab_20260225_180517/profile_e_current_full_patch/pipeline_level/pipeline_profile_e_current_full_patch/runs/20260225_180613,/Users/lopezama/PycharmProjects/sci-cluster/review_outputs/rmelts_diagnostics/kcp109b_tinygrid_patch_ab_20260225_180517/profile_e_current_full_patch/pipeline_level/pipeline_profile_e_current_full_patch/runs/20260225_180613/melts_input.csv
