profile,pressure_mpa,step_index,temperature_c,outcome,calc_time_s,liq_frac,phases,error
profile_f_corrected_timeout_progression,400.0,0,1000.0,success,0.041452884674072266,1.0,Water,
profile_f_corrected_timeout_progression,400.0,1,999.0,success,0.0385591983795166,1.0,Water,
profile_f_corrected_timeout_progression,400.0,2,998.0,success,0.03992891311645508,1.0,Water,
profile_f_corrected_timeout_progression,400.0,3,997.0,success,0.03888726234436035,1.0,Water,
profile_f_corrected_timeout_progression,400.0,4,996.0,success,0.03986787796020508,1.0,Water,
profile_f_corrected_timeout_progression,400.0,5,995.0,success,0.04053306579589844,1.0,Water,
profile_f_corrected_timeout_progression,400.0,6,994.0,success,0.04255104064941406,1.0,Water,
profile_f_corrected_timeout_progression,400.0,7,993.0,success,0.042704105377197266,1.0,Water,
profile_f_corrected_timeout_progression,400.0,8,992.0,success,0.04008793830871582,1.0,Water,
profile_f_corrected_timeout_progression,400.0,9,991.0,success,0.04184103012084961,1.0,Water,
profile_f_corrected_timeout_progression,400.0,10,990.0,success,0.03850221633911133,1.0,Water,
profile_f_corrected_timeout_progression,400.0,11,989.0,success,0.040122270584106445,1.0,Water,
profile_f_corrected_timeout_progression,400.0,12,988.0,success,0.05016779899597168,1.0,Water,
profile_f_corrected_timeout_progression,400.0,13,987.0,success,0.03839898109436035,1.0,Water,
profile_f_corrected_timeout_progression,400.0,14,986.0,success,0.03791999816894531,1.0,Water,
profile_f_corrected_timeout_progression,400.0,15,985.0,success,0.039444923400878906,1.0,Water,
profile_f_corrected_timeout_progression,400.0,16,984.0,success,0.04223799705505371,1.0,Water,
profile_f_corrected_timeout_progression,400.0,17,983.0,success,0.0432889461517334,1.0,Water,
profile_f_corrected_timeout_progression,400.0,18,982.0,success,0.04080677032470703,1.0,Water,
profile_f_corrected_timeout_progression,400.0,19,981.0,success,0.036016225814819336,1.0,Water,
profile_f_corrected_timeout_progression,400.0,20,980.0,success,0.036341190338134766,1.0,Water,
profile_f_corrected_timeout_progression,400.0,21,979.0,success,0.0396881103515625,1.0,Water,
profile_f_corrected_timeout_progression,400.0,22,978.0,success,0.04824018478393555,1.0,Water,
profile_f_corrected_timeout_progression,400.0,23,977.0,success,0.05525016784667969,1.0,Water,
profile_f_corrected_timeout_progression,400.0,24,976.0,success,0.037261962890625,1.0,Water,
profile_f_corrected_timeout_progression,400.0,25,975.0,success,0.0388641357421875,1.0,Water,
profile_f_corrected_timeout_progression,400.0,26,974.0,success,0.03891897201538086,1.0000000000000002,Water,
profile_f_corrected_timeout_progression,400.0,27,973.0,success,0.039942026138305664,1.0,Water,
profile_f_corrected_timeout_progression,400.0,28,972.0,success,0.04610729217529297,1.0,Water,
profile_f_corrected_timeout_progression,400.0,29,971.0,success,0.05359292030334473,1.0,Water,
profile_f_corrected_timeout_progression,400.0,30,970.0,success,0.04465293884277344,1.0,Water,
profile_f_corrected_timeout_progression,400.0,31,969.0,success,0.0448150634765625,1.0,Water,
profile_f_corrected_timeout_progression,400.0,32,968.0,success,0.05025601387023926,1.0,Water,
profile_f_corrected_timeout_progression,400.0,33,967.0,success,0.04579782485961914,1.0,Water,
profile_f_corrected_timeout_progression,400.0,34,966.0,success,0.050666093826293945,1.0,Water,
profile_f_corrected_timeout_progression,400.0,35,965.0,success,0.0414581298828125,1.0,Water,
profile_f_corrected_timeout_progression,400.0,36,964.0,success,0.04575514793395996,1.0,Water,
profile_f_corrected_timeout_progression,400.0,37,963.0,success,0.042073965072631836,1.0,Water,
profile_f_corrected_timeout_progression,400.0,38,962.0,success,0.04390311241149902,1.0,Water,
profile_f_corrected_timeout_progression,400.0,39,961.0,success,0.05956912040710449,1.0,Water,
profile_f_corrected_timeout_progression,400.0,40,960.0,success,0.10142087936401367,1.0000000000000002,Water,
profile_f_corrected_timeout_progression,400.0,41,959.0,success,0.0786590576171875,1.0,Water,
profile_f_corrected_timeout_progression,400.0,42,958.0,success,0.06560420989990234,1.0,Water,
profile_f_corrected_timeout_progression,400.0,43,957.0,success,0.09157991409301758,1.0,Water,
profile_f_corrected_timeout_progression,400.0,44,956.0,success,0.0511929988861084,1.0,Water,
profile_f_corrected_timeout_progression,400.0,45,955.0,success,0.04728293418884277,1.0,Water,
profile_f_corrected_timeout_progression,400.0,46,954.0,success,0.06219220161437988,1.0,Water,
profile_f_corrected_timeout_progression,400.0,47,953.0,success,0.07540202140808105,1.0,Water,
profile_f_corrected_timeout_progression,400.0,48,952.0,success,0.0497128963470459,1.0,Water,
profile_f_corrected_timeout_progression,400.0,49,951.0,success,0.03515911102294922,1.0,Water,
profile_f_corrected_timeout_progression,400.0,50,950.0,success,0.04804205894470215,1.0,Water,
profile_f_corrected_timeout_progression,400.0,51,949.0,success,0.045311927795410156,1.0,Water,
profile_f_corrected_timeout_progression,400.0,52,948.0,success,0.04438018798828125,1.0,Water,
profile_f_corrected_timeout_progression,400.0,53,947.0,success,0.045243024826049805,1.0,Water,
profile_f_corrected_timeout_progression,400.0,54,946.0,success,0.045146942138671875,1.0,Water,
profile_f_corrected_timeout_progression,400.0,55,945.0,success,0.04421663284301758,1.0,Water,
profile_f_corrected_timeout_progression,400.0,56,944.0,success,0.04718279838562012,1.0,Water,
profile_f_corrected_timeout_progression,400.0,57,943.0,success,0.04085803031921387,1.0,Water,
profile_f_corrected_timeout_progression,400.0,58,942.0,success,0.04492306709289551,1.0,Water,
profile_f_corrected_timeout_progression,400.0,59,941.0,success,0.04346323013305664,1.0,Water,
profile_f_corrected_timeout_progression,400.0,60,940.0,success,0.04249715805053711,1.0,Water,
profile_f_corrected_timeout_progression,400.0,61,939.0,success,0.044168949127197266,1.0,Water,
profile_f_corrected_timeout_progression,400.0,62,938.0,success,0.046571969985961914,1.0,Water,
profile_f_corrected_timeout_progression,400.0,63,937.0,success,0.042543649673461914,1.0,Water,
profile_f_corrected_timeout_progression,400.0,64,936.0,success,0.049307823181152344,1.0,Water,
profile_f_corrected_timeout_progression,400.0,65,935.0,success,0.045105934143066406,1.0,Water,
profile_f_corrected_timeout_progression,400.0,66,934.0,success,0.07514595985412598,0.9999999999999999,Water,
profile_f_corrected_timeout_progression,400.0,67,933.0,success,0.06593704223632812,1.0,Water,
profile_f_corrected_timeout_progression,400.0,68,932.0,success,0.04367399215698242,1.0,Water,
profile_f_corrected_timeout_progression,400.0,69,931.0,success,0.04625272750854492,1.0,Water,
profile_f_corrected_timeout_progression,400.0,70,930.0,success,0.046073198318481445,0.9999999999999999,Water,
profile_f_corrected_timeout_progression,400.0,71,929.0,success,0.04832792282104492,0.9999999999999999,Water,
profile_f_corrected_timeout_progression,400.0,72,928.0,success,0.06911778450012207,1.0,Water,
profile_f_corrected_timeout_progression,400.0,73,927.0,success,0.059247732162475586,1.0,Water,
profile_f_corrected_timeout_progression,400.0,74,926.0,success,0.04590797424316406,1.0,Water,
profile_f_corrected_timeout_progression,400.0,75,925.0,success,0.044034719467163086,1.0,Water,
profile_f_corrected_timeout_progression,400.0,76,924.0,success,0.04557967185974121,1.0,Water,
profile_f_corrected_timeout_progression,400.0,77,923.0,success,0.04383206367492676,1.0,Water,
profile_f_corrected_timeout_progression,400.0,78,922.0,success,0.04529404640197754,1.0,Water,
profile_f_corrected_timeout_progression,400.0,79,921.0,success,0.04459786415100098,1.0,Water,
profile_f_corrected_timeout_progression,400.0,80,920.0,success,0.04613208770751953,1.0,Water,
profile_f_corrected_timeout_progression,400.0,81,919.0,success,0.04551196098327637,1.0,Water,
profile_f_corrected_timeout_progression,400.0,82,918.0,success,0.0465850830078125,1.0,Water,
profile_f_corrected_timeout_progression,400.0,83,917.0,success,0.04700493812561035,1.0,Water,
profile_f_corrected_timeout_progression,400.0,84,916.0,success,0.04990196228027344,1.0,Water,
profile_f_corrected_timeout_progression,400.0,85,915.0,success,0.0473790168762207,1.0,Water,
profile_f_corrected_timeout_progression,400.0,86,914.0,success,0.04949593544006348,1.0,Water,
profile_f_corrected_timeout_progression,400.0,87,913.0,success,0.04765009880065918,1.0,Water,
profile_f_corrected_timeout_progression,400.0,88,912.0,success,0.04894304275512695,1.0,Water,
profile_f_corrected_timeout_progression,400.0,89,911.0,success,0.06190371513366699,1.0,Water,
profile_f_corrected_timeout_progression,400.0,90,910.0,success,0.06543207168579102,1.0,Water,
profile_f_corrected_timeout_progression,400.0,91,909.0,success,0.05643582344055176,1.0,Water,
profile_f_corrected_timeout_progression,400.0,92,908.0,success,0.04370307922363281,1.0,Water,
profile_f_corrected_timeout_progression,400.0,93,907.0,success,0.04659008979797363,1.0,Water,
profile_f_corrected_timeout_progression,400.0,94,906.0,success,0.05234575271606445,1.0,Water,
profile_f_corrected_timeout_progression,400.0,95,905.0,success,0.045957088470458984,1.0,Water,
profile_f_corrected_timeout_progression,400.0,96,904.0,success,0.042349815368652344,1.0,Water,
profile_f_corrected_timeout_progression,400.0,97,903.0,success,0.04433894157409668,1.0,Water,
profile_f_corrected_timeout_progression,400.0,98,902.0,success,0.04456305503845215,1.0,Water,
profile_f_corrected_timeout_progression,400.0,99,901.0,success,0.04412102699279785,1.0,Water,
profile_f_corrected_timeout_progression,400.0,100,900.0,success,0.03711509704589844,1.0,Water,
profile_f_corrected_timeout_progression,300.0,0,1000.0,success,0.04462170600891113,1.0,Water,
profile_f_corrected_timeout_progression,300.0,1,999.0,success,0.04115915298461914,1.0,Water,
profile_f_corrected_timeout_progression,300.0,2,998.0,success,0.042616844177246094,1.0,Water,
profile_f_corrected_timeout_progression,300.0,3,997.0,success,0.039774179458618164,1.0,Water,
profile_f_corrected_timeout_progression,300.0,4,996.0,success,0.04381299018859863,1.0,Water,
profile_f_corrected_timeout_progression,300.0,5,995.0,success,0.044954776763916016,1.0,Water,
profile_f_corrected_timeout_progression,300.0,6,994.0,success,0.04383587837219238,1.0,Water,
profile_f_corrected_timeout_progression,300.0,7,993.0,success,0.04432797431945801,1.0,Water,
profile_f_corrected_timeout_progression,300.0,8,992.0,success,0.04064774513244629,1.0,Water,
profile_f_corrected_timeout_progression,300.0,9,991.0,success,0.04452204704284668,1.0,Water,
profile_f_corrected_timeout_progression,300.0,10,990.0,success,0.07034707069396973,1.0,Water,
profile_f_corrected_timeout_progression,300.0,11,989.0,success,0.041368961334228516,1.0,Water,
profile_f_corrected_timeout_progression,300.0,12,988.0,success,0.05956697463989258,1.0,Water,
profile_f_corrected_timeout_progression,300.0,13,987.0,success,0.041457176208496094,1.0,Water,
profile_f_corrected_timeout_progression,300.0,14,986.0,success,0.03109574317932129,1.0,Water,
profile_f_corrected_timeout_progression,300.0,15,985.0,success,0.043328046798706055,1.0,Water,
profile_f_corrected_timeout_progression,300.0,16,984.0,success,0.04340481758117676,1.0,Water,
profile_f_corrected_timeout_progression,300.0,17,983.0,success,0.0404660701751709,1.0,Water,
profile_f_corrected_timeout_progression,300.0,18,982.0,success,0.043684959411621094,1.0,Water,
profile_f_corrected_timeout_progression,300.0,19,981.0,success,0.05731678009033203,1.0,Water,
profile_f_corrected_timeout_progression,300.0,20,980.0,success,0.06667184829711914,1.0,Water,
profile_f_corrected_timeout_progression,300.0,21,979.0,success,0.04623532295227051,1.0,Water,
profile_f_corrected_timeout_progression,300.0,22,978.0,success,0.05979180335998535,1.0,Water,
profile_f_corrected_timeout_progression,300.0,23,977.0,success,0.07259988784790039,1.0,Water,
profile_f_corrected_timeout_progression,300.0,24,976.0,success,0.06874799728393555,1.0,Water,
profile_f_corrected_timeout_progression,300.0,25,975.0,success,0.060575008392333984,1.0,Water,
profile_f_corrected_timeout_progression,300.0,26,974.0,success,0.06467008590698242,1.0,Water,
profile_f_corrected_timeout_progression,300.0,27,973.0,success,0.06719303131103516,1.0,Water,
profile_f_corrected_timeout_progression,300.0,28,972.0,success,0.056488037109375,1.0,Water,
profile_f_corrected_timeout_progression,300.0,29,971.0,success,0.042211055755615234,1.0,Water,
profile_f_corrected_timeout_progression,300.0,30,970.0,success,0.041242122650146484,1.0,Water,
profile_f_corrected_timeout_progression,300.0,31,969.0,success,0.04091382026672363,1.0,Water,
profile_f_corrected_timeout_progression,300.0,32,968.0,success,0.038248300552368164,1.0,Water,
profile_f_corrected_timeout_progression,300.0,33,967.0,success,0.04213881492614746,1.0,Water,
profile_f_corrected_timeout_progression,300.0,34,966.0,success,0.04199576377868652,1.0,Water,
profile_f_corrected_timeout_progression,300.0,35,965.0,success,0.04119420051574707,1.0,Water,
profile_f_corrected_timeout_progression,300.0,36,964.0,success,0.043660640716552734,1.0,Water,
profile_f_corrected_timeout_progression,300.0,37,963.0,success,0.043061017990112305,1.0,Water,
profile_f_corrected_timeout_progression,300.0,38,962.0,success,0.040293216705322266,1.0,Water,
profile_f_corrected_timeout_progression,300.0,39,961.0,success,0.04072713851928711,1.0,Water,
profile_f_corrected_timeout_progression,300.0,40,960.0,success,0.0450901985168457,1.0,Water,
profile_f_corrected_timeout_progression,300.0,41,959.0,success,0.04938507080078125,1.0,Water,
profile_f_corrected_timeout_progression,300.0,42,958.0,success,0.05057501792907715,1.0,Water,
profile_f_corrected_timeout_progression,300.0,43,957.0,success,0.06048011779785156,1.0,Water,
profile_f_corrected_timeout_progression,300.0,44,956.0,success,0.047675132751464844,1.0,Water,
profile_f_corrected_timeout_progression,300.0,45,955.0,success,0.04613494873046875,1.0,Water,
profile_f_corrected_timeout_progression,300.0,46,954.0,success,0.04339790344238281,1.0,Water,
profile_f_corrected_timeout_progression,300.0,47,953.0,success,0.04337787628173828,1.0,Water,
profile_f_corrected_timeout_progression,300.0,48,952.0,success,0.04615306854248047,1.0,Water,
profile_f_corrected_timeout_progression,300.0,49,951.0,success,0.052005767822265625,1.0,Water,
profile_f_corrected_timeout_progression,300.0,50,950.0,success,0.04439115524291992,1.0,Water,
profile_f_corrected_timeout_progression,300.0,51,949.0,success,0.039238929748535156,1.0,Water,
profile_f_corrected_timeout_progression,300.0,52,948.0,success,0.04378008842468262,1.0,Water,
profile_f_corrected_timeout_progression,300.0,53,947.0,success,0.04250073432922363,1.0,Water,
profile_f_corrected_timeout_progression,300.0,54,946.0,success,0.04683423042297363,1.0,Water,
profile_f_corrected_timeout_progression,300.0,55,945.0,success,0.04697585105895996,1.0,Water,
profile_f_corrected_timeout_progression,300.0,56,944.0,success,0.04379606246948242,1.0,Water,
profile_f_corrected_timeout_progression,300.0,57,943.0,success,0.04219484329223633,1.0,Water,
profile_f_corrected_timeout_progression,300.0,58,942.0,success,0.04462695121765137,1.0,Water,
profile_f_corrected_timeout_progression,300.0,59,941.0,success,0.045815229415893555,1.0,Water,
profile_f_corrected_timeout_progression,300.0,60,940.0,success,0.0575709342956543,1.0,Water,
profile_f_corrected_timeout_progression,300.0,61,939.0,success,0.045745134353637695,1.0,Water,
profile_f_corrected_timeout_progression,300.0,62,938.0,success,0.042661190032958984,1.0,Water,
profile_f_corrected_timeout_progression,300.0,63,937.0,success,0.043395042419433594,1.0,Water,
profile_f_corrected_timeout_progression,300.0,64,936.0,success,0.04122781753540039,1.0,Water,
profile_f_corrected_timeout_progression,300.0,65,935.0,success,0.04094099998474121,1.0,Water,
profile_f_corrected_timeout_progression,300.0,66,934.0,success,0.04669308662414551,1.0,Water,
profile_f_corrected_timeout_progression,300.0,67,933.0,success,0.04281210899353027,1.0,Water,
profile_f_corrected_timeout_progression,300.0,68,932.0,success,0.04461193084716797,1.0,Water,
profile_f_corrected_timeout_progression,300.0,69,931.0,success,0.043710947036743164,1.0,Water,
profile_f_corrected_timeout_progression,300.0,70,930.0,success,0.045308828353881836,1.0,Water,
profile_f_corrected_timeout_progression,300.0,71,929.0,success,0.04280376434326172,1.0,Water,
