pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04206109046936035,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04755115509033203,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.037093162536621094,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.08371996879577637,,
75.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,success,0.05219101905822754,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.032946109771728516,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04057908058166504,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.04069399833679199,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.08806991577148438,,
100.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,success,0.060027122497558594,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.04055213928222656,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.8561489582061768,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.6107292175292969,,
50.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,exception,0.23486995697021484,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 22 is different from 25)"
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.04500699043273926,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.05017280578613281,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.09359097480773926,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.0788109302520752,,
75.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,False,success,0.04171299934387207,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.03776288032531738,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.046427011489868164,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,False,success,0.089508056640625,,
100.0,fresh_state_probe_only|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,exception,0.12496209144592285,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 16 is different from 19)"
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.046521663665771484,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.8505430221557617,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.6312220096588135,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,none,0.2377631664276123,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,2,main,912.0,True,none,0.0019330978393554688,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,3,main,937.0,True,none,0.002541065216064453,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,4,main,962.0,True,none,0.0023119449615478516,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,5,main,987.0,True,none,0.0021009445190429688,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04786801338195801,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.06819391250610352,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.10993695259094238,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.06871700286865234,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,False,success,0.03794527053833008,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03336691856384277,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.04304695129394531,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,False,success,0.09812116622924805,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,none,0.11844396591186523,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,2,main,912.0,True,none,0.0025720596313476562,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,3,main,937.0,True,none,0.002234935760498047,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,4,main,962.0,True,none,0.0024051666259765625,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_current,thread_timeout_wrapper,5,main,987.0,True,none,0.002173185348510742,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.044146060943603516,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.8314940929412842,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.6332731246948242,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,none,0.3282899856567383,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,2,main,912.0,False,success,0.06409525871276855,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,main,868.0,True,success,0.054049015045166016,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,probe,869.0,False,success,0.10951995849609375,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,main,890.0,True,success,0.06579089164733887,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,probe,891.0,False,success,0.09911704063415527,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,main,901.0,True,success,0.04867386817932129,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,probe,902.0,False,success,0.09250521659851074,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,6,main,906.0,True,success,0.0741128921508789,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,7,main,904.0,True,success,0.051625967025756836,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,8,main,902.0,True,success,0.047306060791015625,,
50.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,8,probe,903.0,False,success,0.043231964111328125,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04023599624633789,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.04617810249328613,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.08504009246826172,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.06914687156677246,,
75.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,False,success,0.03766131401062012,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.0325167179107666,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.03980302810668945,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,False,success,0.07915592193603516,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,none,0.11087179183959961,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,2,main,912.0,False,success,0.042504310607910156,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,3,main,868.0,True,success,0.031800031661987305,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,main,846.0,True,success,0.04662919044494629,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,4,probe,847.0,False,success,0.12154388427734375,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,main,857.0,True,success,0.07156825065612793,,
100.0,fresh_state_probe_only|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,5,probe,858.0,False,success,0.04128623008728027,,
