pressure_mpa,mode,exec_mode,iteration_index,stage,target_temp_c,state_reused,outcome,elapsed_s,exception_type,exception_message
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.04288005828857422,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.8265619277954102,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,True,success,0.16614389419555664,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.29616785049438477,,
50.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,True,exception,0.034097909927368164,ValueError,"matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 22 is different from 25)"
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.06846213340759277,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.05239701271057129,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,True,success,0.03260087966918945,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.06471490859985352,,
75.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,True,success,0.04983973503112793,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,-1,initial_mid,950.0,False,success,0.032813072204589844,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,main,824.0,True,success,0.03947091102600098,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,0,probe,825.0,True,success,0.041651010513305664,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,main,887.0,True,success,0.08675813674926758,,
100.0,reuse_state|raw_execute_no_timeout_wrapper,raw_execute,1,probe,888.0,True,success,0.058594703674316406,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04119682312011719,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.8027539253234863,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,True,success,0.1744701862335205,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.3178880214691162,,
50.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,True,none,0.03612112998962402,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.04275703430175781,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.05170297622680664,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,True,success,0.032158851623535156,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.07392406463623047,,
75.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,True,success,0.054064035415649414,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03578019142150879,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,main,824.0,True,success,0.04235219955444336,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,0,probe,825.0,True,success,0.04044175148010254,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,main,887.0,True,success,0.08862614631652832,,
100.0,reuse_state|thread_timeout_wrapper_current,thread_timeout_wrapper,1,probe,888.0,True,success,0.07461190223693848,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,-1,initial_mid,950.0,False,success,0.03978705406188965,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,main,824.0,True,success,0.8345358371734619,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,0,probe,825.0,True,success,0.17507410049438477,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,main,887.0,True,success,0.31297731399536133,,
50.0,reuse_state|thread_timeout_wrapper_with_equil_reset_after_none,thread_timeout_wrapper,1,probe,888.0,True,none,0.03457498550415039,,
