sample_id,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O
KCP109C,75.82,0.082,12.95,0.66,0.031,0.09,0.7,4.37,4.01,0.009,13.0
