SampleID,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,CoO,H2O
KCP109C_LIAM_EXACT,75.82,0.082,12.95,0.49,0.18,0.031,0.09,0.7,4.37,4.01,0.009,0,0,0,13
